Subject	Mapping	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Stimulus
101	D	45	950	l	l	1	720	1
101	D	46	500	h	h	1	823	4
101	D	47	500	j	j	1	1008	3
101	D	48	950	k	k	1	698	2
101	D	49	1100	b	h	0	522	5
101	D	50	800	j	j	1	1053	3
102	A	1	950	k	k	1	690	4
102	A	2	800	h	h	1	805	2
102	A	3	950	b	b	1	1057	1
102	A	4	500	k	k	1	661	4
102	A	5	1100	l	l	1	517	5
102	A	6	500	h	h	1	416	2
102	A	7	650	b	b	1	785	1
102	A	8	1100	h	h	1	1045	2
102	A	9	1100	j	j	1	425	3
102	A	10	500	b	b	1	745	1
102	A	11	800	l	l	1	550	5
102	A	12	650	k	k	1	547	4
102	A	13	950	l	l	1	585	5
102	A	14	1100	b	b	1	785	1
102	A	15	650	k	k	1	720	4
102	A	16	950	h	h	1	541	2
102	A	17	650	j	j	1	750	3
102	A	18	650	l	l	1	473	5
102	A	19	650	j	j	1	1137	3
102	A	20	950	k	k	1	581	4
102	A	21	800	j	j	1	844	3
102	A	22	1100	b	b	1	609	1
102	A	23	800	k	k	1	531	4
102	A	24	950	h	h	1	755	2
102	A	25	1100	l	l	1	609	5
102	A	26	800	j	j	1	953	3
102	A	27	1100	h	h	1	693	2
102	A	28	500	j	j	1	548	3
102	A	29	500	h	h	1	674	2
102	A	30	500	l	l	1	518	5
102	A	31	1100	k	k	1	632	4
102	A	32	650	b	b	1	537	1
102	A	33	950	j	j	1	620	3
102	A	34	800	l	l	1	465	5
102	A	35	950	b	b	1	878	1
102	A	36	1100	k	k	1	573	4
102	A	37	1100	j	j	1	478	3
102	A	38	950	l	l	1	620	5
102	A	39	500	k	k	1	594	4
102	A	40	500	b	b	1	609	1
102	A	41	650	h	h	1	554	2
102	A	42	800	b	b	1	598	1
102	A	43	500	l	l	1	500	5
102	A	44	650	h	h	1	506	2
102	A	45	800	k	k	1	636	4
102	A	46	800	b	b	1	537	1
102	A	47	950	j	j	1	355	3
102	A	48	800	h	h	1	639	2
102	A	49	650	l	l	1	531	5
102	A	50	500	j	j	1	744	3
102	B	1	950	j	j	1	917	3
102	B	2	800	l	l	1	490	1
102	B	3	800	h	h	1	772	4
102	B	4	650	k	k	1	865	2
102	B	5	500	b	b	1	849	5
102	B	6	800	l	l	1	493	1
102	B	7	650	k	k	1	420	2
102	B	8	500	l	l	1	568	1
102	B	9	500	h	h	1	727	4
102	B	10	950	b	b	1	551	5
102	B	11	1100	j	j	1	960	3
102	B	12	1100	h	h	1	979	4
102	B	13	950	l	l	1	605	1
102	B	14	800	b	b	1	806	5
102	B	15	950	j	j	1	669	3
102	B	16	650	l	l	1	829	1
102	B	17	1100	h	h	1	1065	4
102	B	18	500	b	b	1	595	5
102	B	19	500	k	k	1	1308	2
102	B	20	950	h	h	1	998	4
102	B	21	500	j	j	1	701	3
102	B	22	1100	k	k	1	934	2
102	B	23	800	j	j	1	584	3
102	B	24	800	h	h	1	1107	4
102	B	25	1100	l	l	1	584	1
102	B	26	500	j	j	1	904	3
102	B	27	650	b	b	1	761	5
102	B	28	800	k	k	1	1003	2
102	B	29	650	j	j	1	603	3
102	B	30	650	b	b	1	1019	5
102	B	31	650	j	j	1	613	3
102	B	32	950	k	k	1	779	2
102	B	33	650	h	h	1	657	4
102	B	34	1100	l	l	1	443	1
102	B	35	950	b	b	1	985	5
102	B	36	650	h	h	1	558	4
102	B	37	800	b	b	1	587	5
102	B	38	500	l	l	1	600	1
102	B	39	1100	j	j	1	627	3
102	B	40	1100	k	k	1	1371	2
102	B	41	650	l	l	1	658	1
102	B	42	500	k	k	1	1121	2
102	B	43	1100	b	b	1	709	5
102	B	44	500	h	h	1	1390	4
102	B	45	950	l	l	1	575	1
102	B	46	800	k	k	1	683	2
102	B	47	950	h	h	1	1305	4
102	B	48	800	j	j	1	554	3
102	B	49	1100	b	b	1	934	5
102	B	50	950	k	k	1	581	2
102	C	1	800	j	j	1	670	3
102	C	2	1100	l	l	1	632	5
102	C	3	950	h	h	1	1019	2
102	C	4	500	j	j	1	1131	3
102	C	5	500	k	k	1	720	4
102	C	6	950	b	b	1	586	1
102	C	7	650	j	j	1	1032	3
102	C	8	950	h	h	1	1630	2
102	C	9	650	k	k	1	822	4
102	C	10	1100	b	b	1	376	1
102	C	11	950	l	l	1	758	5
102	C	12	650	k	k	1	1030	4
102	C	13	800	l	l	1	593	5
102	C	14	500	b	b	1	605	1
102	C	15	1100	j	j	1	883	3
102	C	16	1100	h	h	1	657	2
102	C	17	650	b	b	1	715	1
102	C	18	500	h	h	1	691	2
102	C	19	1100	l	l	1	606	5
102	C	20	800	h	h	1	1003	2
102	C	21	950	k	k	1	827	4
102	C	22	950	j	j	1	374	3
102	C	23	800	b	b	1	789	1
102	C	24	800	k	k	1	657	4
102	C	25	650	h	h	1	1389	2
102	C	26	500	l	l	1	462	5
102	C	27	800	b	b	1	709	1
102	C	28	650	h	h	1	509	2
102	C	29	500	b	b	1	531	1
102	C	30	500	k	k	1	1082	4
102	C	31	950	l	l	1	509	5
102	C	32	1100	j	j	1	770	3
102	C	33	1100	k	k	1	816	4
102	C	34	950	b	b	1	637	1
102	C	35	800	l	l	1	600	5
102	C	36	950	j	j	1	741	3
102	C	37	650	b	b	1	604	1
102	C	38	1100	k	k	1	970	4
102	C	39	500	l	l	1	538	5
102	C	40	500	h	h	1	1288	2
102	C	41	950	k	k	1	712	4
102	C	42	500	j	j	1	570	3
102	C	43	1100	h	h	1	536	2
102	C	44	800	j	j	1	1130	3
102	C	45	800	k	k	1	538	4
102	C	46	1100	b	b	1	500	1
102	C	47	650	l	l	1	1058	5
102	C	48	800	h	h	1	656	2
102	C	49	650	j	j	1	381	3
102	C	50	650	l	l	1	458	5
102	D	1	650	b	b	1	442	5
102	D	2	650	j	j	1	996	3
102	D	3	800	k	k	1	1466	2
102	D	4	650	b	b	1	692	5
102	D	5	1100	l	l	1	856	1
102	D	6	800	h	h	1	877	4
102	D	7	800	j	j	1	460	3
102	D	8	1100	k	k	1	1078	2
102	D	9	500	j	j	1	1220	3
102	D	10	950	h	h	1	759	4
102	D	11	500	k	k	1	505	2
102	D	12	500	b	b	1	710	5
102	D	13	1100	h	h	1	526	4
102	D	14	650	l	l	1	1123	1
102	D	15	950	j	j	1	883	3
102	D	16	800	b	b	1	1166	5
102	D	17	950	l	l	1	691	1
102	D	18	1100	h	h	1	1073	4
102	D	19	1100	j	j	1	689	3
102	D	20	950	b	b	1	574	5
102	D	21	500	h	h	1	652	4
102	D	22	500	l	l	1	665	1
102	D	23	650	k	k	1	870	2
102	D	24	800	l	l	1	760	1
102	D	25	500	b	h	0	856	5
102	D	26	650	k	k	1	828	2
102	D	27	800	h	h	1	825	4
102	D	28	800	l	l	1	778	1
102	D	29	950	j	j	1	587	3
102	D	30	950	h	h	1	670	4
102	D	31	800	k	k	1	500	2
102	D	32	1100	b	b	1	729	5
102	D	33	500	k	k	1	630	2
102	D	34	650	l	l	1	1005	1
102	D	35	1100	k	k	1	497	2
102	D	36	1100	j	j	1	470	3
102	D	37	500	l	l	1	936	1
102	D	38	800	b	b	1	694	5
102	D	39	650	h	h	1	601	4
102	D	40	950	b	b	1	572	5
102	D	41	1100	l	l	1	728	1
102	D	42	650	h	h	1	1073	4
102	D	43	950	k	k	1	731	2
102	D	44	650	j	j	1	702	3
102	D	45	950	l	l	1	586	1
102	D	46	500	h	h	1	891	4
102	D	47	500	j	j	1	592	3
102	D	48	950	k	k	1	472	2
102	D	49	1100	b	b	1	676	5
102	D	50	800	j	j	1	874	3
103	A	1	950	k	k	1	583	4
103	A	2	800	h	h	1	586	2
103	A	3	950	b	b	1	593	1
103	A	4	500	k	k	1	581	4
103	A	5	1100	l	l	1	365	5
103	A	6	500	h	h	1	623	2
103	A	7	650	b	b	1	437	1
103	A	8	1100	h	h	1	535	2
103	A	9	1100	j	j	1	525	3
103	A	10	500	b	b	1	472	1
103	A	11	800	l	l	1	373	5
103	A	12	650	k	k	1	573	4
103	A	13	950	l	l	1	461	5
103	A	14	1100	b	b	1	496	1
103	A	15	650	k	k	1	525	4
103	A	16	950	h	h	1	453	2
103	A	17	650	j	j	1	517	3
103	A	18	650	l	l	1	477	5
103	A	19	650	j	j	1	373	3
103	A	20	950	k	k	1	364	4
103	A	21	800	j	j	1	664	3
103	A	22	1100	b	b	1	485	1
103	A	23	800	k	k	1	529	4
103	A	24	950	h	j	0	481	2
103	A	25	1100	l	l	1	408	5
103	A	26	800	j	j	1	675	3
103	A	27	1100	h	h	1	527	2
103	A	28	500	j	k	0	388	3
103	A	29	500	h	h	1	631	2
103	A	30	500	l	l	1	499	5
103	A	31	1100	k	k	1	593	4
103	A	32	650	b	b	1	387	1
103	A	33	950	j	j	1	659	3
103	A	34	800	l	l	1	459	5
103	A	35	950	b	b	1	456	1
103	A	36	1100	k	k	1	583	4
103	A	37	1100	j	j	1	477	3
103	A	38	950	l	l	1	500	5
103	A	39	500	k	k	1	679	4
103	A	40	500	b	b	1	483	1
103	A	41	650	h	h	1	577	2
103	A	42	800	b	b	1	397	1
103	A	43	500	l	l	1	479	5
103	A	44	650	h	h	1	540	2
103	A	45	800	k	k	1	679	4
103	A	46	800	b	b	1	493	1
103	A	47	950	j	j	1	691	3
103	A	48	800	h	h	1	540	2
103	A	49	650	l	l	1	442	5
103	A	50	500	j	j	1	540	3
103	B	1	950	j	j	1	367	3
103	B	2	800	l	l	1	461	1
103	B	3	800	h	h	1	558	4
103	B	4	650	k	k	1	440	2
103	B	5	500	b	b	1	542	5
103	B	6	800	l	l	1	437	1
103	B	7	650	k	k	1	425	2
103	B	8	500	l	l	1	469	1
103	B	9	500	h	h	1	426	4
103	B	10	950	b	b	1	478	5
103	B	11	1100	j	j	1	375	3
103	B	12	1100	h	h	1	536	4
103	B	13	950	l	l	1	362	1
103	B	14	800	b	b	1	464	5
103	B	15	950	j	j	1	532	3
103	B	16	650	l	l	1	463	1
103	B	17	1100	h	h	1	603	4
103	B	18	500	b	b	1	448	5
103	B	19	500	k	k	1	433	2
103	B	20	950	h	h	1	576	4
103	B	21	500	j	j	1	516	3
103	B	22	1100	k	k	1	557	2
103	B	23	800	j	j	1	609	3
103	B	24	800	h	h	1	483	4
103	B	25	1100	l	l	1	481	1
103	B	26	500	j	j	1	681	3
103	B	27	650	b	b	1	429	5
103	B	28	800	k	k	1	405	2
103	B	29	650	j	j	1	511	3
103	B	30	650	b	b	1	451	5
103	B	31	650	j	j	1	652	3
103	B	32	950	k	k	1	709	2
103	B	33	650	h	h	1	528	4
103	B	34	1100	l	l	1	401	1
103	B	35	950	b	b	1	451	5
103	B	36	650	h	h	1	752	4
103	B	37	800	b	b	1	427	5
103	B	38	500	l	l	1	513	1
103	B	39	1100	j	j	1	503	3
103	B	40	1100	k	k	1	392	2
103	B	41	650	l	l	1	532	1
103	B	42	500	k	k	1	448	2
103	B	43	1100	b	b	1	461	5
103	B	44	500	h	h	1	525	4
103	B	45	950	l	l	1	412	1
103	B	46	800	k	k	1	469	2
103	B	47	950	h	h	1	555	4
103	B	48	800	j	j	1	516	3
103	B	49	1100	b	b	1	448	5
103	B	50	950	k	k	1	643	2
103	C	1	800	j	j	1	588	3
103	C	2	1100	l	l	1	377	5
103	C	3	950	h	h	1	524	2
103	C	4	500	j	j	1	529	3
103	C	5	500	k	k	1	383	4
103	C	6	950	b	b	1	397	1
103	C	7	650	j	j	1	543	3
103	C	8	950	h	h	1	521	2
103	C	9	650	k	k	1	516	4
103	C	10	1100	b	b	1	530	1
103	C	11	950	l	l	1	423	5
103	C	12	650	k	k	1	361	4
103	C	13	800	l	l	1	639	5
103	C	14	500	b	b	1	445	1
103	C	15	1100	j	j	1	457	3
103	C	16	1100	h	h	1	585	2
103	C	17	650	b	b	1	477	1
103	C	18	500	h	h	1	561	2
103	C	19	1100	l	l	1	471	5
103	C	20	800	h	h	1	540	2
103	C	21	950	k	k	1	775	4
103	C	22	950	j	j	1	600	3
103	C	23	800	b	b	1	503	1
103	C	24	800	k	k	1	595	4
103	C	25	650	h	h	1	531	2
103	C	26	500	l	l	1	464	5
103	C	27	800	b	b	1	505	1
103	C	28	650	h	h	1	518	2
103	C	29	500	b	b	1	529	1
103	C	30	500	k	k	1	558	4
103	C	31	950	l	l	1	376	5
103	C	32	1100	j	j	1	531	3
103	C	33	1100	k	k	1	512	4
103	C	34	950	b	b	1	516	1
103	C	35	800	l	l	1	448	5
103	C	36	950	j	j	1	512	3
103	C	37	650	b	b	1	489	1
103	C	38	1100	k	k	1	454	4
103	C	39	500	l	l	1	398	5
103	C	40	500	h	h	1	539	2
103	C	41	950	k	k	1	542	4
103	C	42	500	j	j	1	662	3
103	C	43	1100	h	h	1	534	2
103	C	44	800	j	j	1	489	3
103	C	45	800	k	k	1	649	4
103	C	46	1100	b	b	1	689	1
103	C	47	650	l	l	1	568	5
103	C	48	800	h	h	1	553	2
103	C	49	650	j	j	1	401	3
103	C	50	650	l	l	1	374	5
103	D	1	650	b	b	1	546	5
103	D	2	650	j	j	1	755	3
103	D	3	800	k	k	1	528	2
103	D	4	650	b	b	1	501	5
103	D	5	1100	l	l	1	559	1
103	D	6	800	h	h	1	509	4
103	D	7	800	j	j	1	443	3
103	D	8	1100	k	k	1	608	2
103	D	9	500	j	j	1	442	3
103	D	10	950	h	h	1	533	4
103	D	11	500	k	k	1	616	2
103	D	12	500	b	b	1	458	5
103	D	13	1100	h	h	1	552	4
103	D	14	650	l	l	1	553	1
103	D	15	950	j	j	1	475	3
103	D	16	800	b	b	1	410	5
103	D	17	950	l	l	1	521	1
103	D	18	1100	h	h	1	533	4
103	D	19	1100	j	j	1	632	3
103	D	20	950	b	b	1	464	5
103	D	21	500	h	h	1	496	4
103	D	22	500	l	l	1	479	1
103	D	23	650	k	k	1	523	2
103	D	24	800	l	l	1	488	1
103	D	25	500	b	b	1	501	5
103	D	26	650	k	k	1	659	2
103	D	27	800	h	h	1	440	4
103	D	28	800	l	l	1	459	1
103	D	29	950	j	j	1	501	3
103	D	30	950	h	h	1	512	4
103	D	31	800	k	k	1	604	2
103	D	32	1100	b	b	1	501	5
103	D	33	500	k	j	0	653	2
103	D	34	650	l	l	1	435	1
103	D	35	1100	k	k	1	538	2
103	D	36	1100	j	j	1	405	3
103	D	37	500	l	l	1	366	1
103	D	38	800	b	b	1	488	5
103	D	39	650	h	h	1	755	4
103	D	40	950	b	b	1	450	5
103	D	41	1100	l	l	1	507	1
103	D	42	650	h	h	1	463	4
103	D	43	950	k	k	1	522	2
103	D	44	650	j	j	1	413	3
103	D	45	950	l	l	1	563	1
103	D	46	500	h	h	1	466	4
103	D	47	500	j	j	1	589	3
103	D	48	950	k	k	1	524	2
103	D	49	1100	b	b	1	479	5
103	D	50	800	j	j	1	600	3
104	A	1	950	k	l	0	832	4
104	A	2	800	h	h	1	781	2
104	A	3	950	b	b	1	346	1
104	A	4	500	k	k	1	781	4
104	A	5	1100	l	l	1	576	5
104	A	6	500	h	h	1	664	2
104	A	7	650	b	b	1	517	1
104	A	8	1100	h	h	1	594	2
104	A	9	1100	j	j	1	668	3
104	A	10	500	b	b	1	527	1
104	A	11	800	l	l	1	375	5
104	A	12	650	k	k	1	621	4
104	A	13	950	l	l	1	524	5
104	A	14	1100	b	b	1	465	1
104	A	15	650	k	k	1	720	4
104	A	16	950	h	h	1	573	2
104	A	17	650	j	k	0	521	3
104	A	18	650	l	l	1	580	5
104	A	19	650	j	j	1	554	3
104	A	20	950	k	k	1	525	4
104	A	21	800	j	j	1	628	3
104	A	22	1100	b	b	1	569	1
104	A	23	800	k	k	1	880	4
104	A	24	950	h	h	1	877	2
104	A	25	1100	l	l	1	660	5
104	A	26	800	j	j	1	602	3
104	A	27	1100	h	h	1	563	2
104	A	28	500	j	j	1	682	3
104	A	29	500	h	h	1	563	2
104	A	30	500	l	l	1	495	5
104	A	31	1100	k	k	1	715	4
104	A	32	650	b	b	1	492	1
104	A	33	950	j	j	1	602	3
104	A	34	800	l	l	1	543	5
104	A	35	950	b	b	1	452	1
104	A	36	1100	k	k	1	699	4
104	A	37	1100	j	j	1	711	3
104	A	38	950	l	l	1	604	5
104	A	39	500	k	k	1	786	4
104	A	40	500	b	b	1	1129	1
104	A	41	650	h	h	1	402	2
104	A	42	800	b	b	1	614	1
104	A	43	500	l	l	1	471	5
104	A	44	650	h	h	1	503	2
104	A	45	800	k	l	0	522	4
104	A	46	800	b	b	1	497	1
104	A	47	950	j	j	1	466	3
104	A	48	800	h	h	1	519	2
104	A	49	650	l	l	1	425	5
104	A	50	500	j	j	1	594	3
104	B	1	950	j	j	1	453	3
104	B	2	800	l	l	1	688	1
104	B	3	800	h	h	1	1389	4
104	B	4	650	k	k	1	559	2
104	B	5	500	b	b	1	447	5
104	B	6	800	l	l	1	405	1
104	B	7	650	k	k	1	983	2
104	B	8	500	l	l	1	605	1
104	B	9	500	h	h	1	1455	4
104	B	10	950	b	b	1	471	5
104	B	11	1100	j	j	1	397	3
104	B	12	1100	h	h	1	762	4
104	B	13	950	l	l	1	432	1
104	B	14	800	b	b	1	679	5
104	B	15	950	j	j	1	712	3
104	B	16	650	l	l	1	488	1
104	B	17	1100	h	h	1	453	4
104	B	18	500	b	l	0	572	5
104	B	19	500	k	k	1	1054	2
104	B	20	950	h	h	1	638	4
104	B	21	500	j	j	1	752	3
104	B	22	1100	k	k	1	748	2
104	B	23	800	j	j	1	565	3
104	B	24	800	h	h	1	638	4
104	B	25	1100	l	l	1	499	1
104	B	26	500	j	j	1	475	3
104	B	27	650	b	b	1	514	5
104	B	28	800	k	k	1	1054	2
104	B	29	650	j	j	1	514	3
104	B	30	650	b	b	1	509	5
104	B	31	650	j	h	0	461	3
104	B	32	950	k	k	1	553	2
104	B	33	650	h	j	0	729	4
104	B	34	1100	l	l	1	347	1
104	B	35	950	b	b	1	398	5
104	B	36	650	h	h	1	590	4
104	B	37	800	b	b	1	462	5
104	B	38	500	l	l	1	554	1
104	B	39	1100	j	j	1	607	3
104	B	40	1100	k	k	1	516	2
104	B	41	650	l	l	1	450	1
104	B	42	500	k	k	1	766	2
104	B	43	1100	b	b	1	481	5
104	B	44	500	h	h	1	1012	4
104	B	45	950	l	l	1	490	1
104	B	46	800	k	k	1	526	2
104	B	47	950	h	h	1	684	4
104	B	48	800	j	j	1	664	3
104	B	49	1100	b	b	1	596	5
104	B	50	950	k	j	0	3279	2
104	C	1	800	j	j	1	672	3
104	C	2	1100	l	l	1	365	5
104	C	3	950	h	h	1	669	2
104	C	4	500	j	j	1	663	3
104	C	5	500	k	k	1	759	4
104	C	6	950	b	b	1	549	1
104	C	7	650	j	j	1	735	3
104	C	8	950	h	h	1	834	2
104	C	9	650	k	k	1	730	4
104	C	10	1100	b	b	1	629	1
104	C	11	950	l	l	1	535	5
104	C	12	650	k	k	1	719	4
104	C	13	800	l	l	1	578	5
104	C	14	500	b	b	1	624	1
104	C	15	1100	j	j	1	426	3
104	C	16	1100	h	h	1	538	2
104	C	17	650	b	b	1	557	1
104	C	18	500	h	h	1	533	2
104	C	19	1100	l	l	1	607	5
104	C	20	800	h	h	1	570	2
104	C	21	950	k	k	1	370	4
104	C	22	950	j	j	1	554	3
104	C	23	800	b	b	1	688	1
104	C	24	800	k	k	1	770	4
104	C	25	650	h	j	0	757	2
104	C	26	500	l	l	1	423	5
104	C	27	800	b	b	1	552	1
104	C	28	650	h	h	1	717	2
104	C	29	500	b	b	1	477	1
104	C	30	500	k	k	1	605	4
104	C	31	950	l	l	1	357	5
104	C	32	1100	j	j	1	815	3
104	C	33	1100	k	k	1	543	4
104	C	34	950	b	b	1	399	1
104	C	35	800	l	l	1	567	5
104	C	36	950	j	k	0	578	3
104	C	37	650	b	b	1	511	1
104	C	38	1100	k	k	1	594	4
104	C	39	500	l	l	1	538	5
104	C	40	500	h	h	1	842	2
104	C	41	950	k	k	1	498	4
104	C	42	500	j	j	1	569	3
104	C	43	1100	h	h	1	326	2
104	C	44	800	j	j	1	910	3
104	C	45	800	k	k	1	556	4
104	C	46	1100	b	b	1	543	1
104	C	47	650	l	l	1	719	5
104	C	48	800	h	h	1	644	2
104	C	49	650	j	j	1	774	3
104	C	50	650	l	l	1	518	5
104	D	1	650	b	b	1	567	5
104	D	2	650	j	j	1	1274	3
104	D	3	800	k	k	1	496	2
104	D	4	650	b	b	1	434	5
104	D	5	1100	l	l	1	618	1
104	D	6	800	h	h	1	666	4
104	D	7	800	j	j	1	890	3
104	D	8	1100	k	h	0	518	2
104	D	9	500	j	j	1	1994	3
104	D	10	950	h	h	1	810	4
104	D	11	500	k	k	1	540	2
