Subject	Mapping	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Stimulus
104	D	12	500	b	b	1	623	5
104	D	13	1100	h	h	1	711	4
104	D	14	650	l	l	1	346	1
104	D	15	950	j	j	1	490	3
104	D	16	800	b	b	1	527	5
104	D	17	950	l	l	1	485	1
104	D	18	1100	h	h	1	580	4
104	D	19	1100	j	j	1	458	3
104	D	20	950	b	b	1	663	5
104	D	21	500	h	h	1	946	4
104	D	22	500	l	l	1	370	1
104	D	23	650	k	k	1	1156	2
104	D	24	800	l	l	1	519	1
104	D	25	500	b	b	1	522	5
104	D	26	650	k	k	1	939	2
104	D	27	800	h	h	1	570	4
104	D	28	800	l	l	1	517	1
104	D	29	950	j	j	1	580	3
104	D	30	950	h	h	1	460	4
104	D	31	800	k	k	1	855	2
104	D	32	1100	b	b	1	567	5
104	D	33	500	k	k	1	607	2
104	D	34	650	l	l	1	429	1
104	D	35	1100	k	k	1	938	2
104	D	36	1100	j	h	0	684	3
104	D	37	500	l	l	1	685	1
104	D	38	800	b	b	1	575	5
104	D	39	650	h	h	1	622	4
104	D	40	950	b	b	1	406	5
104	D	41	1100	l	l	1	550	1
104	D	42	650	h	h	1	782	4
104	D	43	950	k	k	1	732	2
104	D	44	650	j	j	1	1068	3
104	D	45	950	l	l	1	588	1
104	D	46	500	h	h	1	495	4
104	D	47	500	j	j	1	806	3
104	D	48	950	k	k	1	570	2
104	D	49	1100	b	b	1	820	5
104	D	50	800	j	j	1	756	3
105	A	1	950	k	k	1	523	4
105	A	2	800	h	h	1	475	2
105	A	3	950	b	b	1	565	1
105	A	4	500	k	k	1	518	4
105	A	5	1100	l	l	1	666	5
105	A	6	500	h	h	1	531	2
105	A	7	650	b	b	1	833	1
105	A	8	1100	h	h	1	435	2
105	A	9	1100	j	j	1	655	3
105	A	10	500	b	b	1	681	1
105	A	11	800	l	l	1	610	5
105	A	12	650	k	k	1	470	4
105	A	13	950	l	l	1	477	5
105	A	14	1100	b	b	1	711	1
105	A	15	650	k	k	1	478	4
105	A	16	950	h	h	1	395	2
105	A	17	650	j	j	1	501	3
105	A	18	650	l	l	1	578	5
105	A	19	650	j	j	1	527	3
105	A	20	950	k	k	1	536	4
105	A	21	800	j	j	1	646	3
105	A	22	1100	b	b	1	548	1
105	A	23	800	k	k	1	538	4
105	A	24	950	h	h	1	421	2
105	A	25	1100	l	l	1	825	5
105	A	26	800	j	j	1	500	3
105	A	27	1100	h	h	1	394	2
105	A	28	500	j	j	1	662	3
105	A	29	500	h	h	1	394	2
105	A	30	500	l	l	1	1196	5
105	A	31	1100	k	k	1	426	4
105	A	32	650	b	b	1	569	1
105	A	33	950	j	j	1	532	3
105	A	34	800	l	l	1	1047	5
105	A	35	950	b	b	1	487	1
105	A	36	1100	k	k	1	402	4
105	A	37	1100	j	j	1	742	3
105	A	38	950	l	l	1	873	5
105	A	39	500	k	k	1	469	4
105	A	40	500	b	b	1	497	1
105	A	41	650	h	h	1	351	2
105	A	42	800	b	b	1	468	1
105	A	43	500	l	l	1	1041	5
105	A	44	650	h	h	1	423	2
105	A	45	800	k	k	1	426	4
105	A	46	800	b	b	1	332	1
105	A	47	950	j	j	1	620	3
105	A	48	800	h	h	1	303	2
105	A	49	650	l	l	1	439	5
105	A	50	500	j	j	1	556	3
105	B	1	950	j	j	1	462	3
105	B	2	800	l	b	0	488	1
105	B	3	800	h	h	1	933	4
105	B	4	650	k	k	1	1023	2
105	B	5	500	b	b	1	741	5
105	B	6	800	l	l	1	534	1
105	B	7	650	k	k	1	896	2
105	B	8	500	l	l	1	478	1
105	B	9	500	h	h	1	1317	4
105	B	10	950	b	b	1	1121	5
105	B	11	1100	j	j	1	539	3
105	B	12	1100	h	h	1	1567	4
105	B	13	950	l	l	1	451	1
105	B	14	800	b	b	1	809	5
105	B	15	950	j	j	1	488	3
105	B	16	650	l	l	1	455	1
105	B	17	1100	h	h	1	887	4
105	B	18	500	b	b	1	940	5
105	B	19	500	k	k	1	711	2
105	B	20	950	h	h	1	908	4
105	B	21	500	j	j	1	402	3
105	B	22	1100	k	k	1	1159	2
105	B	23	800	j	j	1	525	3
105	B	24	800	h	h	1	1201	4
105	B	25	1100	l	l	1	399	1
105	B	26	500	j	j	1	453	3
105	B	27	650	b	b	1	855	5
105	B	28	800	k	k	1	996	2
105	B	29	650	j	j	1	477	3
105	B	30	650	b	b	1	721	5
105	B	31	650	j	j	1	439	3
105	B	32	950	k	k	1	625	2
105	B	33	650	h	h	1	788	4
105	B	34	1100	l	l	1	365	1
105	B	35	950	b	b	1	708	5
105	B	36	650	h	h	1	700	4
105	B	37	800	b	b	1	447	5
105	B	38	500	l	l	1	471	1
105	B	39	1100	j	j	1	354	3
105	B	40	1100	k	k	1	671	2
105	B	41	650	l	l	1	405	1
105	B	42	500	k	k	1	548	2
105	B	43	1100	b	b	1	417	5
105	B	44	500	h	h	1	1052	4
105	B	45	950	l	l	1	389	1
105	B	46	800	k	k	1	868	2
105	B	47	950	h	h	1	577	4
105	B	48	800	j	j	1	405	3
105	B	49	1100	b	b	1	1098	5
105	B	50	950	k	k	1	639	2
105	C	1	800	j	j	1	472	3
105	C	2	1100	l	l	1	355	5
105	C	3	950	h	h	1	595	2
105	C	4	500	j	j	1	629	3
105	C	5	500	k	k	1	544	4
105	C	6	950	b	b	1	392	1
105	C	7	650	j	j	1	443	3
105	C	8	950	h	h	1	419	2
105	C	9	650	k	k	1	480	4
105	C	10	1100	b	b	1	411	1
105	C	11	950	l	l	1	573	5
105	C	12	650	k	k	1	515	4
105	C	13	800	l	l	1	419	5
105	C	14	500	b	b	1	387	1
105	C	15	1100	j	j	1	507	3
105	C	16	1100	h	h	1	523	2
105	C	17	650	b	b	1	512	1
105	C	18	500	h	h	1	552	2
105	C	19	1100	l	l	1	518	5
105	C	20	800	h	h	1	531	2
105	C	21	950	k	k	1	587	4
105	C	22	950	j	j	1	566	3
105	C	23	800	b	b	1	365	1
105	C	24	800	k	k	1	726	4
105	C	25	650	h	h	1	512	2
105	C	26	500	l	l	1	374	5
105	C	27	800	b	b	1	405	1
105	C	28	650	h	h	1	470	2
105	C	29	500	b	b	1	378	1
105	C	30	500	k	k	1	600	4
105	C	31	950	l	l	1	390	5
105	C	32	1100	j	j	1	526	3
105	C	33	1100	k	k	1	627	4
105	C	34	950	b	b	1	381	1
105	C	35	800	l	l	1	616	5
105	C	36	950	j	j	1	562	3
105	C	37	650	b	b	1	378	1
105	C	38	1100	k	k	1	506	4
105	C	39	500	l	l	1	557	5
105	C	40	500	h	h	1	706	2
105	C	41	950	k	k	1	557	4
105	C	42	500	j	j	1	599	3
105	C	43	1100	h	h	1	594	2
105	C	44	800	j	j	1	655	3
105	C	45	800	k	k	1	514	4
105	C	46	1100	b	b	1	381	1
105	C	47	650	l	l	1	525	5
105	C	48	800	h	h	1	562	2
105	C	49	650	j	j	1	501	3
105	C	50	650	l	l	1	429	5
105	D	1	650	b	l	0	527	5
105	D	2	650	j	j	1	887	3
105	D	3	800	k	k	1	973	2
105	D	4	650	b	b	1	1002	5
105	D	5	1100	l	l	1	403	1
105	D	6	800	h	h	1	909	4
105	D	7	800	j	j	1	629	3
105	D	8	1100	k	k	1	581	2
105	D	9	500	j	j	1	1240	3
105	D	10	950	h	h	1	535	4
105	D	11	500	k	k	1	734	2
105	D	12	500	b	b	1	474	5
105	D	13	1100	h	h	1	909	4
105	D	14	650	l	l	1	440	1
105	D	15	950	j	j	1	623	3
105	D	16	800	b	b	1	541	5
105	D	17	950	l	l	1	480	1
105	D	18	1100	h	h	1	945	4
105	D	19	1100	j	j	1	612	3
105	D	20	950	b	b	1	841	5
105	D	21	500	h	h	1	569	4
105	D	22	500	l	l	1	443	1
105	D	23	650	k	k	1	844	2
105	D	24	800	l	l	1	787	1
105	D	25	500	b	b	1	772	5
105	D	26	650	k	k	1	1156	2
105	D	27	800	h	h	1	526	4
105	D	28	800	l	l	1	582	1
105	D	29	950	j	j	1	777	3
105	D	30	950	h	h	1	609	4
105	D	31	800	k	k	1	1873	2
105	D	32	1100	b	b	1	918	5
105	D	33	500	k	k	1	3020	2
105	D	34	650	l	l	1	682	1
105	D	35	1100	k	k	1	447	2
105	D	36	1100	j	j	1	511	3
105	D	37	500	l	l	1	786	1
105	D	38	800	b	b	1	647	5
105	D	39	650	h	h	1	921	4
105	D	40	950	b	b	1	577	5
105	D	41	1100	l	l	1	477	1
105	D	42	650	h	h	1	500	4
105	D	43	950	k	k	1	540	2
105	D	44	650	j	j	1	572	3
105	D	45	950	l	l	1	498	1
105	D	46	500	h	h	1	559	4
105	D	47	500	j	j	1	513	3
105	D	48	950	k	k	1	655	2
105	D	49	1100	b	b	1	540	5
105	D	50	800	j	j	1	515	3
106	A	1	950	k	k	1	506	4
106	A	2	800	h	h	1	621	2
106	A	3	950	b	b	1	448	1
106	A	4	500	k	k	1	816	4
106	A	5	1100	l	l	1	508	5
106	A	6	500	h	h	1	578	2
106	A	7	650	b	b	1	455	1
106	A	8	1100	h	h	1	402	2
106	A	9	1100	j	j	1	684	3
106	A	10	500	b	b	1	468	1
106	A	11	800	l	l	1	491	5
106	A	12	650	k	k	1	520	4
106	A	13	950	l	l	1	485	5
106	A	14	1100	b	b	1	505	1
106	A	15	650	k	k	1	594	4
106	A	16	950	h	h	1	560	2
106	A	17	650	j	j	1	501	3
106	A	18	650	l	l	1	483	5
106	A	19	650	j	k	0	472	3
106	A	20	950	k	k	1	704	4
106	A	21	800	j	j	1	600	3
106	A	22	1100	b	b	1	977	1
106	A	23	800	k	k	1	573	4
106	A	24	950	h	h	1	485	2
106	A	25	1100	l	l	1	507	5
106	A	26	800	j	j	1	658	3
106	A	27	1100	h	h	1	805	2
106	A	28	500	j	j	1	920	3
106	A	29	500	h	h	1	626	2
106	A	30	500	l	l	1	344	5
106	A	31	1100	k	k	1	544	4
106	A	32	650	b	b	1	540	1
106	A	33	950	j	j	1	640	3
106	A	34	800	l	l	1	371	5
106	A	35	950	b	b	1	532	1
106	A	36	1100	k	k	1	563	4
106	A	37	1100	j	j	1	536	3
106	A	38	950	l	l	1	536	5
106	A	39	500	k	k	1	610	4
106	A	40	500	b	b	1	578	1
106	A	41	650	h	h	1	452	2
106	A	42	800	b	b	1	466	1
106	A	43	500	l	l	1	459	5
106	A	44	650	h	h	1	943	2
106	A	45	800	k	K	1	522	4
106	A	46	800	b	b	1	562	1
106	A	47	950	j	j	1	493	3
106	A	48	800	h	h	1	567	2
106	A	49	650	l	l	1	413	5
106	A	50	500	j	j	1	483	3
106	B	1	950	j	j	1	512	3
106	B	2	800	l	l	1	536	1
106	B	3	800	h	h	1	608	4
106	B	4	650	k	k	1	490	2
106	B	5	500	b	b	1	501	5
106	B	6	800	l	l	1	480	1
106	B	7	650	k	k	1	548	2
106	B	8	500	l	l	1	482	1
106	B	9	500	h	h	1	689	4
106	B	10	950	b	b	1	517	5
106	B	11	1100	j	j	1	600	3
106	B	12	1100	h	h	1	511	4
106	B	13	950	l	l	1	541	1
106	B	14	800	b	b	1	556	5
106	B	15	950	j	j	1	666	3
106	B	16	650	l	l	1	498	1
106	B	17	1100	h	h	1	719	4
106	B	18	500	b	b	1	559	5
106	B	19	500	k	k	1	647	2
106	B	20	950	h	h	1	737	4
106	B	21	500	j	j	1	578	3
106	B	22	1100	k	k	1	463	2
106	B	23	800	j	j	1	533	3
106	B	24	800	h	h	1	919	4
106	B	25	1100	l	l	1	573	1
106	B	26	500	j	j	1	471	3
106	B	27	650	b	b	1	492	5
106	B	28	800	k	k	1	887	2
106	B	29	650	j	j	1	580	3
106	B	30	650	b	b	1	537	5
106	B	31	650	j	j	1	791	3
106	B	32	950	k	k	1	932	2
106	B	33	650	h	h	1	772	4
106	B	34	1100	l	l	1	485	1
106	B	35	950	b	b	1	529	5
106	B	36	650	h	h	1	599	4
106	B	37	800	b	b	1	844	5
106	B	38	500	l	l	1	463	1
106	B	39	1100	j	j	1	594	3
106	B	40	1100	k	k	1	615	2
106	B	41	650	l	l	1	620	1
106	B	42	500	k	k	1	665	2
106	B	43	1100	b	b	1	724	5
106	B	44	500	h	h	1	583	4
106	B	45	950	l	l	1	698	1
106	B	46	800	k	k	1	546	2
106	B	47	950	h	h	1	599	4
106	B	48	800	j	j	1	541	3
106	B	49	1100	b	b	1	542	5
106	B	50	950	k	k	1	475	2
106	C	1	800	j	k	0	606	3
106	C	2	1100	l	l	1	635	5
106	C	3	950	h	h	1	729	2
106	C	4	500	j	j	1	830	3
106	C	5	500	k	k	1	505	4
106	C	6	950	b	b	1	360	1
106	C	7	650	j	j	1	675	3
106	C	8	950	h	h	1	673	2
106	C	9	650	k	k	1	745	4
106	C	10	1100	b	b	1	426	1
106	C	11	950	l	l	1	777	5
106	C	12	650	k	k	1	667	4
106	C	13	800	l	l	1	518	5
106	C	14	500	b	b	1	461	1
106	C	15	1100	j	k	0	1233	3
106	C	16	1100	h	h	1	658	2
106	C	17	650	b	b	1	448	1
106	C	18	500	h	h	1	677	2
106	C	19	1100	l	l	1	688	5
106	C	20	800	h	h	1	576	2
106	C	21	950	k	k	1	738	4
106	C	22	950	j	j	1	685	3
106	C	23	800	b	h	0	442	1
106	C	24	800	k	k	1	610	4
106	C	25	650	h	h	1	565	2
106	C	26	500	l	l	1	682	5
106	C	27	800	b	b	1	426	1
106	C	28	650	h	h	1	813	2
106	C	29	500	b	b	1	450	1
106	C	30	500	k	k	1	616	4
106	C	31	950	l	l	1	762	5
106	C	32	1100	j	j	1	376	3
106	C	33	1100	k	k	1	632	4
106	C	34	950	b	b	1	445	1
106	C	35	800	l	l	1	781	5
106	C	36	950	j	k	0	722	3
106	C	37	650	b	b	1	565	1
106	C	38	1100	k	k	1	773	4
106	C	39	500	l	l	1	901	5
106	C	40	500	h	h	1	555	2
106	C	41	950	k	k	1	624	4
106	C	42	500	j	j	1	504	3
106	C	43	1100	h	h	1	800	2
106	C	44	800	j	j	1	517	3
106	C	45	800	k	k	1	595	4
106	C	46	1100	b	b	1	524	1
106	C	47	650	l	l	1	557	5
106	C	48	800	h	h	1	595	2
106	C	49	650	j	j	1	587	3
106	C	50	650	l	l	1	837	5
106	D	1	650	b	b	1	509	5
106	D	2	650	j	j	1	610	3
106	D	3	800	k	k	1	502	2
106	D	4	650	b	b	1	427	5
106	D	5	1100	l	l	1	475	1
106	D	6	800	h	h	1	465	4
106	D	7	800	j	j	1	448	3
106	D	8	1100	k	k	1	533	2
106	D	9	500	j	j	1	855	3
106	D	10	950	h	h	1	563	4
106	D	11	500	k	k	1	707	2
106	D	12	500	b	b	1	507	5
106	D	13	1100	h	h	1	597	4
106	D	14	650	l	l	1	515	1
106	D	15	950	j	j	1	633	3
106	D	16	800	b	b	1	392	5
106	D	17	950	l	l	1	601	1
106	D	18	1100	h	h	1	669	4
106	D	19	1100	j	j	1	465	3
106	D	20	950	b	b	1	549	5
106	D	21	500	h	h	1	584	4
106	D	22	500	l	l	1	648	1
106	D	23	650	k	k	1	595	2
106	D	24	800	l	l	1	730	1
106	D	25	500	b	b	1	448	5
106	D	26	650	k	k	1	411	2
106	D	27	800	h	h	1	437	4
106	D	28	800	l	l	1	570	1
106	D	29	950	j	j	1	839	3
106	D	30	950	h	h	1	605	4
106	D	31	800	k	k	1	611	2
106	D	32	1100	b	b	1	451	5
106	D	33	500	k	k	1	555	2
106	D	34	650	l	l	1	504	1
106	D	35	1100	k	k	1	507	2
106	D	36	1100	j	k	0	546	3
106	D	37	500	l	l	1	627	1
106	D	38	800	b	b	1	557	5
106	D	39	650	h	h	1	613	4
106	D	40	950	b	b	1	443	5
106	D	41	1100	l	l	1	557	1
106	D	42	650	h	h	1	512	4
106	D	43	950	k	k	1	645	2
106	D	44	650	j	j	1	735	3
106	D	45	950	l	l	1	592	1
106	D	46	500	h	h	1	509	4
106	D	47	500	j	j	1	658	3
106	D	48	950	k	k	1	485	2
106	D	49	1100	b	b	1	618	5
106	D	50	800	j	j	1	1337	3
107	A	1	950	k	k	1	669	4
107	A	2	800	h	h	1	506	2
107	A	3	950	b	b	1	455	1
107	A	4	500	k	k	1	642	4
107	A	5	1100	l	l	1	511	5
107	A	6	500	h	h	1	544	2
107	A	7	650	b	b	1	479	1
107	A	8	1100	h	h	1	432	2
107	A	9	1100	j	j	1	688	3
107	A	10	500	b	b	1	466	1
107	A	11	800	l	l	1	472	5
107	A	12	650	k	k	1	493	4
107	A	13	950	l	l	1	487	5
107	A	14	1100	b	b	1	610	1
107	A	15	650	k	k	1	506	4
107	A	16	950	h	h	1	405	2
107	A	17	650	j	j	1	410	3
107	A	18	650	l	l	1	605	5
107	A	19	650	j	j	1	578	3
107	A	20	950	k	k	1	557	4
107	A	21	800	j	j	1	631	3
107	A	22	1100	b	b	1	580	1
107	A	23	800	k	k	1	506	4
107	A	24	950	h	h	1	517	2
107	A	25	1100	l	l	1	466	5
107	A	26	800	j	j	1	509	3
107	A	27	1100	h	h	1	458	2
107	A	28	500	j	j	1	594	3
107	A	29	500	h	h	1	501	2
107	A	30	500	l	l	1	503	5
107	A	31	1100	k	k	1	496	4
107	A	32	650	b	b	1	668	1
107	A	33	950	j	j	1	624	3
107	A	34	800	l	l	1	378	5
107	A	35	950	b	b	1	537	1
107	A	36	1100	k	k	1	480	4
107	A	37	1100	j	j	1	554	3
107	A	38	950	l	l	1	458	5
107	A	39	500	k	k	1	607	4
107	A	40	500	b	b	1	481	1
107	A	41	650	h	h	1	385	2
107	A	42	800	b	b	1	478	1
107	A	43	500	l	l	1	528	5
107	A	44	650	h	h	1	516	2
107	A	45	800	k	k	1	426	4
107	A	46	800	b	b	1	729	1
107	A	47	950	j	j	1	618	3
107	A	48	800	h	h	1	362	2
107	A	49	650	l	l	1	426	5
107	A	50	500	j	j	1	543	3
107	B	1	950	j	j	1	402	3
107	B	2	800	l	l	1	477	1
107	B	3	800	h	h	1	478	4
107	B	4	650	k	k	1	618	2
107	B	5	500	b	b	1	668	5
107	B	6	800	l	l	1	712	1
107	B	7	650	k	k	1	565	2
107	B	8	500	l	l	1	635	1
107	B	9	500	h	h	1	634	4
107	B	10	950	b	b	1	682	5
107	B	11	1100	j	j	1	424	3
107	B	12	1100	h	h	1	503	4
107	B	13	950	l	l	1	464	1
107	B	14	800	b	b	1	637	5
107	B	15	950	j	j	1	653	3
107	B	16	650	l	l	1	645	1
107	B	17	1100	h	h	1	549	4
107	B	18	500	b	b	1	618	5
107	B	19	500	k	k	1	554	2
107	B	20	950	h	h	1	558	4
107	B	21	500	j	j	1	562	3
107	B	22	1100	k	k	1	679	2
107	B	23	800	j	j	1	506	3
107	B	24	800	h	h	1	601	4
107	B	25	1100	l	k	0	445	1
107	B	26	500	j	j	1	634	3
107	B	27	650	b	b	1	441	5
107	B	28	800	k	k	1	473	2
107	B	29	650	j	j	1	389	3
107	B	30	650	b	b	1	577	5
107	B	31	650	j	j	1	370	3
107	B	32	950	k	k	1	558	2
107	B	33	650	h	h	1	428	4
107	B	34	1100	l	l	1	562	1
107	B	35	950	b	b	1	609	5
107	B	36	650	h	h	1	505	4
107	B	37	800	b	b	1	1105	5
107	B	38	500	l	l	1	540	1
107	B	39	1100	j	j	1	596	3
107	B	40	1100	k	k	1	572	2
107	B	41	650	l	l	1	564	1
107	B	42	500	k	k	1	505	2
107	B	43	1100	b	b	1	625	5
107	B	44	500	h	h	1	668	4
107	B	45	950	l	l	1	492	1
107	B	46	800	k	k	1	505	2
107	B	47	950	h	h	1	558	4
107	B	48	800	j	k	0	594	3
107	B	49	1100	b	b	1	540	5
107	B	50	950	k	k	1	529	2
107	C	1	800	j	j	1	677	3
107	C	2	1100	l	l	1	491	5
107	C	3	950	h	h	1	451	2
107	C	4	500	j	j	1	392	3
107	C	5	500	k	k	1	568	4
107	C	6	950	b	b	1	533	1
107	C	7	650	j	j	1	643	3
107	C	8	950	h	h	1	499	2
107	C	9	650	k	k	1	603	4
107	C	10	1100	b	b	1	549	1
107	C	11	950	l	l	1	411	5
107	C	12	650	k	k	1	515	4
107	C	13	800	l	l	1	466	5
107	C	14	500	b	b	1	773	1
107	C	15	1100	j	j	1	563	3
107	C	16	1100	h	h	1	496	2
107	C	17	650	b	b	1	552	1
107	C	18	500	h	h	1	447	2
107	C	19	1100	l	l	1	471	5
107	C	20	800	h	h	1	498	2
107	C	21	950	k	k	1	432	4
107	C	22	950	j	j	1	507	3
107	C	23	800	b	b	1	451	1
107	C	24	800	k	k	1	480	4
107	C	25	650	h	h	1	474	2
107	C	26	500	l	l	1	421	5
107	C	27	800	b	b	1	470	1
107	C	28	650	h	h	1	506	2
107	C	29	500	b	b	1	554	1
107	C	30	500	k	k	1	525	4
107	C	31	950	l	l	1	407	5
107	C	32	1100	j	j	1	591	3
107	C	33	1100	k	k	1	349	4
107	C	34	950	b	b	1	605	1
107	C	35	800	l	l	1	434	5
107	C	36	950	j	j	1	493	3
107	C	37	650	b	b	1	791	1
107	C	38	1100	k	k	1	439	4
107	C	39	500	l	l	1	434	5
107	C	40	500	h	h	1	461	2
107	C	41	950	k	k	1	570	4
107	C	42	500	j	j	1	829	3
107	C	43	1100	h	h	1	562	2
107	C	44	800	j	j	1	607	3
107	C	45	800	k	k	1	562	4
107	C	46	1100	b	b	1	445	1
107	C	47	650	l	l	1	355	5
107	C	48	800	h	h	1	407	2
107	C	49	650	j	j	1	541	3
107	C	50	650	l	l	1	498	5
107	D	1	650	b	b	1	666	5
107	D	2	650	j	j	1	871	3
107	D	3	800	k	k	1	670	2
107	D	4	650	b	b	1	597	5
107	D	5	1100	l	l	1	384	1
107	D	6	800	h	h	1	682	4
107	D	7	800	j	j	1	578	3
107	D	8	1100	k	k	1	554	2
107	D	9	500	j	j	1	693	3
107	D	10	950	h	h	1	463	4
107	D	11	500	k	k	1	535	2
107	D	12	500	b	b	1	543	5
107	D	13	1100	h	h	1	415	4
107	D	14	650	l	l	1	557	1
107	D	15	950	j	j	1	666	3
107	D	16	800	b	b	1	642	5
107	D	17	950	l	l	1	525	1
107	D	18	1100	h	h	1	490	4
107	D	19	1100	j	j	1	404	3
107	D	20	950	b	b	1	661	5
107	D	21	500	h	b	0	638	4
107	D	22	500	l	l	1	429	1
107	D	23	650	k	k	1	538	2
107	D	24	800	l	l	1	496	1
107	D	25	500	b	b	1	653	5
107	D	26	650	k	k	1	538	2
107	D	27	800	h	h	1	402	4
107	D	28	800	l	l	1	509	1
107	D	29	950	j	j	1	606	3
107	D	30	950	h	h	1	560	4
107	D	31	800	k	k	1	400	2
107	D	32	1100	b	b	1	493	5
107	D	33	500	k	k	1	498	2
107	D	34	650	l	l	1	522	1
107	D	35	1100	k	k	1	597	2
107	D	36	1100	j	j	1	644	3
107	D	37	500	l	l	1	410	1
107	D	38	800	b	b	1	504	5
107	D	39	650	h	h	1	520	4
107	D	40	950	b	h	0	607	5
107	D	41	1100	l	l	1	481	1
107	D	42	650	h	h	1	376	4
107	D	43	950	k	k	1	413	2
107	D	44	650	j	j	1	670	3
107	D	45	950	l	l	1	404	1
107	D	46	500	h	h	1	460	4
107	D	47	500	j	j	1	500	3
107	D	48	950	k	k	1	532	2
107	D	49	1100	b	b	1	511	5
107	D	50	800	j	j	1	396	3
108	A	1	950	k	k	1	592	4
108	A	2	800	h	h	1	486	2
108	A	3	950	b	b	1	362	1
108	A	4	500	k	k	1	681	4
108	A	5	1100	l	l	1	505	5
108	A	6	500	h	h	1	441	2
108	A	7	650	b	b	1	501	1
108	A	8	1100	h	h	1	422	2
108	A	9	1100	j	j	1	508	3
108	A	10	500	b	b	1	479	1
108	A	11	800	l	l	1	476	5
108	A	12	650	k	j	0	454	4
108	A	13	950	l	l	1	472	5
108	A	14	1100	b	h	0	369	1
108	A	15	650	k	k	1	526	4
108	A	16	950	h	h	1	406	2
108	A	17	650	j	j	1	406	3
108	A	18	650	l	l	1	475	5
108	A	19	650	j	j	1	446	3
108	A	20	950	k	k	1	614	4
108	A	21	800	j	h	0	577	3
108	A	22	1100	b	b	1	533	1
108	A	23	800	k	k	1	488	4
108	A	24	950	h	h	1	528	2
108	A	25	1100	l	l	1	449	5
108	A	26	800	j	j	1	606	3
108	A	27	1100	h	h	1	440	2
108	A	28	500	j	j	1	601	3
108	A	29	500	h	h	1	472	2
108	A	30	500	l	l	1	403	5
108	A	31	1100	k	k	1	733	4
108	A	32	650	b	b	1	349	1
108	A	33	950	j	j	1	587	3
108	A	34	800	l	l	1	300	5
108	A	35	950	b	b	1	506	1
108	A	36	1100	k	k	1	864	4
108	A	37	1100	j	j	1	481	3
108	A	38	950	l	l	1	484	5
108	A	39	500	k	k	1	581	4
108	A	40	500	b	b	1	608	1
108	A	41	650	h	h	1	469	2
108	A	42	800	b	b	1	681	1
108	A	43	500	l	l	1	358	5
108	A	44	650	h	h	1	421	2
108	A	45	800	k	k	1	336	4
108	A	46	800	b	b	1	455	1
108	A	47	950	j	j	1	473	3
108	A	48	800	h	h	1	525	2
108	A	49	650	l	l	1	332	5
108	A	50	500	j	j	1	521	3
108	B	1	950	j	j	1	422	3
108	B	2	800	l	l	1	518	1
108	B	3	800	h	h	1	546	4
108	B	4	650	k	k	1	538	2
108	B	5	500	b	b	1	495	5
108	B	6	800	l	l	1	387	1
108	B	7	650	k	k	1	538	2
108	B	8	500	l	l	1	502	1
108	B	9	500	h	h	1	527	4
108	B	10	950	b	b	1	391	5
108	B	11	1100	j	j	1	537	3
108	B	12	1100	h	h	1	687	4
108	B	13	950	l	l	1	434	1
108	B	14	800	b	b	1	423	5
108	B	15	950	j	j	1	486	3
108	B	16	650	l	l	1	384	1
108	B	17	1100	h	h	1	597	4
108	B	18	500	b	b	1	511	5
108	B	19	500	k	j	0	631	2
108	B	20	950	h	h	1	557	4
108	B	21	500	j	j	1	443	3
108	B	22	1100	k	k	1	650	2
108	B	23	800	j	h	0	432	3
108	B	24	800	h	h	1	575	4
108	B	25	1100	l	l	1	477	1
108	B	26	500	j	j	1	483	3
108	B	27	650	b	b	1	327	5
108	B	28	800	k	k	1	639	2
108	B	29	650	j	j	1	411	3
108	B	30	650	b	b	1	1010	5
108	B	31	650	j	j	1	536	3
108	B	32	950	k	k	1	456	2
108	B	33	650	h	h	1	463	4
108	B	34	1100	l	l	1	477	1
108	B	35	950	b	b	1	474	5
108	B	36	650	h	h	1	505	4
108	B	37	800	b	b	1	545	5
108	B	38	500	l	l	1	347	1
108	B	39	1100	j	j	1	453	3
108	B	40	1100	k	k	1	633	2
108	B	41	650	l	l	1	499	1
108	B	42	500	k	k	1	305	2
108	B	43	1100	b	b	1	460	5
108	B	44	500	h	h	1	615	4
108	B	45	950	l	l	1	385	1
108	B	46	800	k	j	0	383	2
108	B	47	950	h	h	1	551	4
108	B	48	800	j	j	1	512	3
108	B	49	1100	b	b	1	596	5
108	B	50	950	k	k	1	559	2
108	C	1	800	j	j	1	862	3
108	C	2	1100	l	l	1	429	5
108	C	3	950	h	h	1	473	2
108	C	4	500	j	j	1	473	3
108	C	5	500	k	b	0	481	4
108	C	6	950	b	b	1	430	1
108	C	7	650	j	j	1	433	3
108	C	8	950	h	h	1	523	2
108	C	9	650	k	k	1	286	4
108	C	10	1100	b	b	1	420	1
108	C	11	950	l	l	1	421	5
108	C	12	650	k	k	1	435	4
108	C	13	800	l	l	1	475	5
108	C	14	500	b	b	1	505	1
108	C	15	1100	j	j	1	472	3
108	C	16	1100	h	h	1	500	2
108	C	17	650	b	b	1	537	1
108	C	18	500	h	h	1	539	2
108	C	19	1100	l	l	1	477	5
108	C	20	800	h	j	0	395	2
108	C	21	950	k	k	1	360	4
108	C	22	950	j	j	1	437	3
108	C	23	800	b	b	1	325	1
108	C	24	800	k	k	1	480	4
108	C	25	650	h	h	1	576	2
108	C	26	500	l	l	1	472	5
