Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
106	male	Up	3	500	l	l	1	360	Little Finger
106	male	Up	4	800	b	b	1	301	Thumb
106	male	Up	5	800	l	l	1	408	Little Finger
106	male	Up	6	500	k	k	1	493	Ring Finger
106	male	Up	7	950	l	l	1	397	Little Finger
106	male	Up	8	1100	j	j	1	600	Middle Finger
106	male	Up	9	1100	k	k	1	386	Ring Finger
106	male	Up	10	500	b	b	1	338	Thumb
106	male	Up	11	500	l	l	1	386	Little Finger
106	male	Up	12	650	h	h	1	528	Index
106	male	Up	13	800	l	l	1	359	Little Finger
106	male	Up	14	500	k	k	1	466	Ring Finger
106	male	Up	15	950	b	b	1	404	Thumb
106	male	Up	16	950	l	l	1	388	Little Finger
106	male	Up	17	1100	j	j	1	911	Middle Finger
106	male	Up	18	500	b	b	1	417	Thumb
106	male	Up	19	500	h	h	1	449	Index
106	male	Up	20	950	k	k	1	497	Ring Finger
106	male	Up	21	500	j	j	1	585	Middle Finger
106	male	Up	22	1100	h	h	1	433	Index
106	male	Up	23	800	j	j	1	631	Middle Finger
106	male	Up	24	1100	b	b	1	409	Thumb
106	male	Up	25	800	j	j	1	492	Middle Finger
106	male	Up	26	1100	l	l	1	409	Little Finger
106	male	Up	27	950	h	h	1	385	Index
106	male	Up	28	500	j	j	1	433	Middle Finger
106	male	Up	29	650	l	l	1	450	Little Finger
106	male	Up	30	800	h	h	1	322	Index
106	male	Up	31	650	j	j	1	604	Middle Finger
106	male	Up	32	650	l	l	1	367	Little Finger
106	male	Up	33	650	j	j	1	458	Middle Finger
106	male	Up	34	950	h	h	1	316	Index
106	male	Up	35	650	k	k	1	404	Ring Finger
106	male	Up	36	1100	b	b	1	410	Thumb
106	male	Up	37	650	k	k	1	428	Ring Finger
106	male	Up	38	1100	h	h	1	679	Index
106	male	Up	39	950	b	b	1	492	Thumb
106	male	Up	40	1100	l	l	1	402	Little Finger
106	male	Up	41	800	h	h	1	386	Index
106	male	Up	42	950	k	k	1	516	Ring Finger
106	male	Up	43	950	j	j	1	410	Middle Finger
106	male	Up	44	650	b	b	1	404	Thumb
106	male	Up	45	1100	k	k	1	434	Ring Finger
106	male	Up	46	800	b	b	1	399	Thumb
106	male	Up	47	800	k	k	1	535	Ring Finger
106	male	Up	48	500	h	h	1	431	Index
106	male	Up	49	950	j	j	1	380	Middle Finger
106	male	Up	50	650	b	b	1	354	Thumb
107	male	Down	1	950	k	k	1	412	Ring Finger
107	male	Down	2	800	h	h	1	300	Index
107	male	Down	3	500	k	k	1	420	Ring Finger
107	male	Down	4	1100	l	l	1	340	Little Finger
107	male	Down	5	950	b	b	1	319	Thumb
107	male	Down	6	500	h	h	1	313	Index
107	male	Down	7	650	b	b	1	457	Thumb
107	male	Down	8	1100	h	h	1	361	Index
107	male	Down	9	1100	j	j	1	279	Middle Finger
107	male	Down	10	500	b	b	1	425	Thumb
107	male	Down	11	800	l	l	1	356	Little Finger
107	male	Down	12	650	k	k	1	308	Ring Finger
107	male	Down	13	950	l	l	1	321	Little Finger
107	male	Down	14	1100	b	b	1	423	Thumb
107	male	Down	15	650	k	k	1	348	Ring Finger
107	male	Down	16	950	h	h	1	289	Index
107	male	Down	17	650	j	j	1	468	Middle Finger
107	male	Down	18	650	l	l	1	356	Little Finger
107	male	Down	19	650	j	j	1	300	Middle Finger
107	male	Down	20	800	h	h	1	311	Index
107	male	Down	21	650	l	l	1	391	Little Finger
107	male	Down	22	500	j	j	1	465	Middle Finger
107	male	Down	23	950	h	h	1	244	Index
107	male	Down	24	1100	l	l	1	369	Little Finger
107	male	Down	25	800	j	j	1	524	Middle Finger
107	male	Down	26	1100	b	b	1	289	Thumb
107	male	Down	27	800	k	k	1	556	Ring Finger
107	male	Down	28	800	j	j	1	236	Middle Finger
107	male	Down	29	1100	h	h	1	271	Index
107	male	Down	30	500	j	j	1	393	Middle Finger
107	male	Down	31	950	k	l	0	319	Ring Finger
107	male	Down	32	500	h	h	1	417	Index
107	male	Down	33	500	l	l	1	437	Little Finger
107	male	Down	34	1100	k	k	1	361	Ring Finger
107	male	Down	35	650	b	b	1	340	Thumb
107	male	Down	36	950	j	j	1	399	Middle Finger
107	male	Down	37	500	b	b	1	368	Thumb
107	male	Down	38	1100	k	k	1	342	Ring Finger
107	male	Down	39	1100	j	j	1	302	Middle Finger
107	male	Down	40	950	l	l	1	345	Little Finger
107	male	Down	41	950	b	b	1	491	Thumb
107	male	Down	42	500	k	k	1	393	Ring Finger
107	male	Down	43	800	l	l	1	326	Little Finger
107	male	Down	44	650	h	b	0	369	Index
107	male	Down	45	800	b	b	1	353	Thumb
107	male	Down	46	500	l	l	1	475	Little Finger
107	male	Down	47	650	h	h	1	347	Index
107	male	Down	48	950	j	j	1	369	Middle Finger
107	male	Down	49	800	k	k	1	393	Ring Finger
107	male	Down	50	800	b	b	1	662	Thumb
107	male	Up	1	800	k	k	1	502	Ring Finger
107	male	Up	2	650	h	h	1	419	Index
107	male	Up	3	500	l	l	1	475	Little Finger
107	male	Up	4	800	b	b	1	321	Thumb
107	male	Up	5	800	l	l	1	689	Little Finger
107	male	Up	6	500	k	k	1	422	Ring Finger
107	male	Up	7	950	l	l	1	473	Little Finger
107	male	Up	8	1100	j	j	1	467	Middle Finger
107	male	Up	9	1100	k	k	1	558	Ring Finger
107	male	Up	10	500	b	b	1	441	Thumb
107	male	Up	11	500	l	l	1	526	Little Finger
107	male	Up	12	650	h	h	1	417	Index
107	male	Up	13	800	l	l	1	598	Little Finger
107	male	Up	14	500	k	k	1	537	Ring Finger
107	male	Up	15	950	b	b	1	419	Thumb
107	male	Up	16	950	l	l	1	406	Little Finger
107	male	Up	17	1100	j	j	1	531	Middle Finger
107	male	Up	18	500	b	b	1	409	Thumb
107	male	Up	19	500	h	h	1	390	Index
107	male	Up	20	950	k	k	1	371	Ring Finger
107	male	Up	21	500	j	j	1	617	Middle Finger
107	male	Up	22	1100	h	b	0	345	Index
107	male	Up	23	800	j	j	1	580	Middle Finger
107	male	Up	24	1100	b	b	1	396	Thumb
107	male	Up	25	800	j	j	1	497	Middle Finger
107	male	Up	26	1100	l	l	1	617	Little Finger
107	male	Up	27	950	h	h	1	372	Index
107	male	Up	28	500	j	j	1	545	Middle Finger
107	male	Up	29	650	l	l	1	526	Little Finger
107	male	Up	30	800	h	h	1	329	Index
107	male	Up	31	650	j	j	1	372	Middle Finger
107	male	Up	32	650	l	l	1	454	Little Finger
107	male	Up	33	650	j	j	1	420	Middle Finger
107	male	Up	34	950	h	h	1	414	Index
107	male	Up	35	650	k	k	1	476	Ring Finger
107	male	Up	36	1100	b	b	1	334	Thumb
107	male	Up	37	650	k	k	1	660	Ring Finger
107	male	Up	38	1100	h	h	1	412	Index
107	male	Up	39	950	b	b	1	404	Thumb
107	male	Up	40	1100	l	l	1	464	Little Finger
107	male	Up	41	800	h	h	1	323	Index
107	male	Up	42	950	k	k	1	371	Ring Finger
107	male	Up	43	950	j	j	1	363	Middle Finger
107	male	Up	44	650	b	b	1	333	Thumb
107	male	Up	45	1100	k	k	1	541	Ring Finger
107	male	Up	46	800	b	b	1	368	Thumb
107	male	Up	47	800	k	k	1	400	Ring Finger
107	male	Up	48	500	h	h	1	381	Index
107	male	Up	49	950	j	j	1	448	Middle Finger
107	male	Up	50	650	b	b	1	363	Thumb
108	female	Down	1	950	k	k	1	513	Ring Finger
108	female	Down	2	800	h	h	1	415	Index
108	female	Down	3	500	k	k	1	447	Ring Finger
108	female	Down	4	1100	l	l	1	332	Little Finger
108	female	Down	5	950	b	b	1	468	Thumb
108	female	Down	6	500	h	h	1	439	Index
108	female	Down	7	650	b	b	1	423	Thumb
108	female	Down	8	1100	h	h	1	487	Index
108	female	Down	9	1100	j	j	1	460	Middle Finger
108	female	Down	10	500	b	b	1	452	Thumb
108	female	Down	11	800	l	l	1	343	Little Finger
108	female	Down	12	650	k	k	1	412	Ring Finger
108	female	Down	13	950	l	l	1	331	Little Finger
108	female	Down	14	1100	b	b	1	329	Thumb
108	female	Down	15	650	k	k	1	643	Ring Finger
108	female	Down	16	950	h	h	1	419	Index
108	female	Down	17	650	j	j	1	321	Middle Finger
108	female	Down	18	650	l	l	1	315	Little Finger
108	female	Down	19	650	j	j	1	451	Middle Finger
108	female	Down	20	800	h	h	1	366	Index
108	female	Down	21	650	l	l	1	337	Little Finger
108	female	Down	22	500	j	j	1	401	Middle Finger
108	female	Down	23	950	h	h	1	385	Index
108	female	Down	24	1100	l	l	1	537	Little Finger
108	female	Down	25	800	j	j	1	374	Middle Finger
108	female	Down	26	1100	b	b	1	414	Thumb
108	female	Down	27	800	k	k	1	593	Ring Finger
108	female	Down	28	800	j	j	1	361	Middle Finger
108	female	Down	29	1100	h	h	1	358	Index
108	female	Down	30	500	j	j	1	473	Middle Finger
108	female	Down	31	950	k	k	1	502	Ring Finger
108	female	Down	32	500	h	h	1	382	Index
108	female	Down	33	500	l	l	1	390	Little Finger
108	female	Down	34	1100	k	k	1	481	Ring Finger
108	female	Down	35	650	b	b	1	396	Thumb
108	female	Down	36	950	j	j	1	465	Middle Finger
108	female	Down	37	500	b	b	1	449	Thumb
108	female	Down	38	1100	k	k	1	358	Ring Finger
108	female	Down	39	1100	j	j	1	393	Middle Finger
108	female	Down	40	950	l	l	1	342	Little Finger
108	female	Down	41	950	b	b	1	377	Thumb
108	female	Down	42	500	k	k	1	633	Ring Finger
108	female	Down	43	800	l	l	1	337	Little Finger
108	female	Down	44	650	h	h	1	446	Index
108	female	Down	45	800	b	b	1	393	Thumb
108	female	Down	46	500	l	l	1	432	Little Finger
108	female	Down	47	650	h	h	1	390	Index
108	female	Down	48	950	j	j	1	404	Middle Finger
108	female	Down	49	800	k	k	1	444	Ring Finger
108	female	Down	50	800	b	b	1	388	Thumb
108	female	Up	1	800	k	k	1	437	Ring Finger
108	female	Up	2	650	h	h	1	357	Index
108	female	Up	3	500	l	l	1	336	Little Finger
108	female	Up	4	800	b	b	1	325	Thumb
108	female	Up	5	800	l	k	0	341	Little Finger
108	female	Up	6	500	k	k	1	509	Ring Finger
108	female	Up	7	950	l	l	1	338	Little Finger
108	female	Up	8	1100	j	j	1	490	Middle Finger
108	female	Up	9	1100	k	l	0	288	Ring Finger
108	female	Up	10	500	b	b	1	437	Thumb
108	female	Up	11	500	l	l	1	360	Little Finger
108	female	Up	12	650	h	h	1	408	Index
108	female	Up	13	800	l	l	1	464	Little Finger
108	female	Up	14	500	k	k	1	504	Ring Finger
108	female	Up	15	950	b	b	1	282	Thumb
108	female	Up	16	950	l	l	1	410	Little Finger
108	female	Up	17	1100	j	j	1	400	Middle Finger
108	female	Up	18	500	b	b	1	378	Thumb
108	female	Up	19	500	h	h	1	354	Index
108	female	Up	20	950	k	k	1	456	Ring Finger
108	female	Up	21	500	j	j	1	472	Middle Finger
108	female	Up	22	1100	h	b	0	315	Index
108	female	Up	23	800	j	j	1	496	Middle Finger
108	female	Up	24	1100	b	b	1	344	Thumb
108	female	Up	25	800	j	j	1	443	Middle Finger
108	female	Up	26	1100	l	l	1	344	Little Finger
108	female	Up	27	950	h	h	1	563	Index
108	female	Up	28	500	j	j	1	440	Middle Finger
108	female	Up	29	650	l	l	1	408	Little Finger
108	female	Up	30	800	h	h	1	576	Index
108	female	Up	31	650	j	j	1	381	Middle Finger
108	female	Up	32	650	l	l	1	395	Little Finger
108	female	Up	33	650	j	j	1	371	Middle Finger
108	female	Up	34	950	h	h	1	483	Index
108	female	Up	35	650	k	k	1	501	Ring Finger
108	female	Up	36	1100	b	b	1	285	Thumb
108	female	Up	37	650	k	k	1	688	Ring Finger
108	female	Up	38	1100	h	h	1	341	Index
108	female	Up	39	950	b	b	1	288	Thumb
108	female	Up	40	1100	l	l	1	317	Little Finger
108	female	Up	41	800	h	h	1	323	Index
108	female	Up	42	950	k	k	1	639	Ring Finger
108	female	Up	43	950	j	j	1	357	Middle Finger
108	female	Up	44	650	b	b	1	301	Thumb
108	female	Up	45	1100	k	k	1	453	Ring Finger
108	female	Up	46	800	b	b	1	341	Thumb
108	female	Up	47	800	k	k	1	490	Ring Finger
108	female	Up	48	500	h	h	1	375	Index
108	female	Up	49	950	j	j	1	362	Middle Finger
108	female	Up	50	650	b	b	1	373	Thumb
109	female	Down	1	950	k	k	1	367	Ring Finger
109	female	Down	2	800	h	h	1	338	Index
109	female	Down	3	500	k	k	1	354	Ring Finger
109	female	Down	4	1100	l	k	0	401	Little Finger
109	female	Down	5	950	b	b	1	384	Thumb
109	female	Down	6	500	h	h	1	336	Index
109	female	Down	7	650	b	b	1	357	Thumb
109	female	Down	8	1100	h	h	1	384	Index
109	female	Down	9	1100	j	j	1	280	Middle Finger
109	female	Down	10	500	b	b	1	338	Thumb
109	female	Down	11	800	l	l	1	325	Little Finger
109	female	Down	12	650	k	k	1	352	Ring Finger
109	female	Down	13	950	l	l	1	333	Little Finger
109	female	Down	14	1100	b	b	1	322	Thumb
109	female	Down	15	650	k	k	1	373	Ring Finger
109	female	Down	16	950	h	b	0	325	Index
109	female	Down	17	650	j	j	1	352	Middle Finger
109	female	Down	18	650	l	l	1	352	Little Finger
109	female	Down	19	650	j	j	1	296	Middle Finger
109	female	Down	20	800	h	h	1	301	Index
109	female	Down	21	650	l	l	1	346	Little Finger
109	female	Down	22	500	j	j	1	338	Middle Finger
109	female	Down	23	950	h	h	1	349	Index
109	female	Down	24	1100	l	l	1	336	Little Finger
109	female	Down	25	800	j	j	1	333	Middle Finger
109	female	Down	26	1100	b	b	1	353	Thumb
109	female	Down	27	800	k	k	1	351	Ring Finger
109	female	Down	28	800	j	j	1	295	Middle Finger
109	female	Down	29	1100	h	h	1	279	Index
109	female	Down	30	500	j	j	1	298	Middle Finger
109	female	Down	31	950	k	k	1	340	Ring Finger
109	female	Down	32	500	h	h	1	340	Index
109	female	Down	33	500	l	l	1	396	Little Finger
109	female	Down	34	1100	k	k	1	279	Ring Finger
109	female	Down	35	650	b	b	1	399	Thumb
109	female	Down	36	950	j	j	1	284	Middle Finger
109	female	Down	37	500	b	b	1	394	Thumb
109	female	Down	38	1100	k	k	1	284	Ring Finger
109	female	Down	39	1100	j	j	1	322	Middle Finger
109	female	Down	40	950	l	l	1	298	Little Finger
109	female	Down	41	950	b	b	1	380	Thumb
109	female	Down	42	500	k	k	1	340	Ring Finger
109	female	Down	43	800	l	l	1	327	Little Finger
109	female	Down	44	650	h	h	1	314	Index
109	female	Down	45	800	b	b	1	338	Thumb
109	female	Down	46	500	l	l	1	330	Little Finger
109	female	Down	47	650	h	h	1	348	Index
109	female	Down	48	950	j	j	1	306	Middle Finger
109	female	Down	49	800	k	k	1	423	Ring Finger
109	female	Down	50	800	b	b	1	362	Thumb
109	female	Up	1	800	k	k	1	561	Ring Finger
109	female	Up	2	650	h	h	1	355	Index
109	female	Up	3	500	l	l	1	406	Little Finger
109	female	Up	4	800	b	b	1	385	Thumb
109	female	Up	5	800	l	l	1	374	Little Finger
109	female	Up	6	500	k	k	1	310	Ring Finger
109	female	Up	7	950	l	l	1	380	Little Finger
109	female	Up	8	1100	j	j	1	324	Middle Finger
109	female	Up	9	1100	k	k	1	513	Ring Finger
109	female	Up	10	500	b	b	1	572	Thumb
109	female	Up	11	500	l	l	1	489	Little Finger
109	female	Up	12	650	h	h	1	292	Index
109	female	Up	13	800	l	l	1	468	Little Finger
109	female	Up	14	500	k	k	1	470	Ring Finger
109	female	Up	15	950	b	b	1	356	Thumb
109	female	Up	16	950	l	l	1	385	Little Finger
109	female	Up	17	1100	j	j	1	417	Middle Finger
109	female	Up	18	500	b	b	1	409	Thumb
109	female	Up	19	500	h	h	1	357	Index
109	female	Up	20	950	k	k	1	339	Ring Finger
109	female	Up	21	500	j	j	1	363	Middle Finger
109	female	Up	22	1100	h	h	1	320	Index
109	female	Up	23	800	j	j	1	304	Middle Finger
109	female	Up	24	1100	b	b	1	352	Thumb
109	female	Up	25	800	j	j	1	384	Middle Finger
109	female	Up	26	1100	l	l	1	792	Little Finger
109	female	Up	27	950	h	h	1	405	Index
109	female	Up	28	500	j	j	1	371	Middle Finger
109	female	Up	29	650	l	l	1	398	Little Finger
109	female	Up	30	800	h	h	1	419	Index
109	female	Up	31	650	j	j	1	480	Middle Finger
109	female	Up	32	650	l	l	1	419	Little Finger
109	female	Up	33	650	j	j	1	416	Middle Finger
109	female	Up	34	950	h	h	1	283	Index
109	female	Up	35	650	k	k	1	486	Ring Finger
109	female	Up	36	1100	b	b	1	355	Thumb
109	female	Up	37	650	k	k	1	427	Ring Finger
109	female	Up	38	1100	h	h	1	310	Index
109	female	Up	39	950	b	h	0	323	Thumb
109	female	Up	40	1100	l	l	1	976	Little Finger
109	female	Up	41	800	h	h	1	307	Index
109	female	Up	42	950	k	k	1	344	Ring Finger
109	female	Up	43	950	j	j	1	259	Middle Finger
109	female	Up	44	650	b	b	1	328	Thumb
109	female	Up	45	1100	k	k	1	478	Ring Finger
109	female	Up	46	800	b	b	1	419	Thumb
109	female	Up	47	800	k	k	1	366	Ring Finger
109	female	Up	48	500	h	h	1	347	Index
109	female	Up	49	950	j	j	1	256	Middle Finger
109	female	Up	50	650	b	b	1	366	Thumb
110	female	Down	1	950	k	k	1	434	Ring Finger
110	female	Down	2	800	h	h	1	386	Index
110	female	Down	3	500	k	k	1	314	Ring Finger
110	female	Down	4	1100	l	l	1	393	Little Finger
110	female	Down	5	950	b	b	1	365	Thumb
110	female	Down	6	500	h	h	1	314	Index
110	female	Down	7	650	b	b	1	386	Thumb
110	female	Down	8	1100	h	h	1	250	Index
110	female	Down	9	1100	j	k	0	375	Middle Finger
110	female	Down	10	500	b	b	1	351	Thumb
110	female	Down	11	800	l	l	1	325	Little Finger
110	female	Down	12	650	k	k	1	383	Ring Finger
110	female	Down	13	950	l	l	1	322	Little Finger
110	female	Down	14	1100	b	b	1	279	Thumb
110	female	Down	15	650	k	k	1	359	Ring Finger
110	female	Down	16	950	h	h	1	253	Index
110	female	Down	17	650	j	j	1	583	Middle Finger
110	female	Down	18	650	l	l	1	317	Little Finger
110	female	Down	19	650	j	j	1	341	Middle Finger
110	female	Down	20	800	h	h	1	250	Index
110	female	Down	21	650	l	l	1	317	Little Finger
110	female	Down	22	500	j	j	1	455	Middle Finger
110	female	Down	23	950	h	h	1	226	Index
110	female	Down	24	1100	l	l	1	306	Little Finger
110	female	Down	25	800	j	j	1	445	Middle Finger
110	female	Down	26	1100	b	b	1	386	Thumb
110	female	Down	27	800	k	k	1	437	Ring Finger
110	female	Down	28	800	j	j	1	322	Middle Finger
110	female	Down	29	1100	h	h	1	271	Index
110	female	Down	30	500	j	j	1	330	Middle Finger
110	female	Down	31	950	k	k	1	266	Ring Finger
110	female	Down	32	500	h	h	1	298	Index
110	female	Down	33	500	l	l	1	330	Little Finger
110	female	Down	34	1100	k	k	1	351	Ring Finger
110	female	Down	35	650	b	b	1	359	Thumb
110	female	Down	36	950	j	j	1	357	Middle Finger
110	female	Down	37	500	b	b	1	367	Thumb
110	female	Down	38	1100	k	l	0	317	Ring Finger
110	female	Down	39	1100	j	j	1	375	Middle Finger
110	female	Down	40	950	l	l	1	346	Little Finger
110	female	Down	41	950	b	b	1	373	Thumb
110	female	Down	42	500	k	k	1	314	Ring Finger
110	female	Down	43	800	l	l	1	346	Little Finger
110	female	Down	44	650	h	h	1	303	Index
110	female	Down	45	800	b	b	1	354	Thumb
110	female	Down	46	500	l	l	1	332	Little Finger
110	female	Down	47	650	h	h	1	287	Index
110	female	Down	48	950	j	j	1	383	Middle Finger
110	female	Down	49	800	k	k	1	282	Ring Finger
110	female	Down	50	800	b	h	0	274	Thumb
110	female	Up	1	800	k	k	1	459	Ring Finger
110	female	Up	2	650	h	h	1	329	Index
110	female	Up	3	500	l	l	1	351	Little Finger
110	female	Up	4	800	b	b	1	348	Thumb
110	female	Up	5	800	l	l	1	420	Little Finger
110	female	Up	6	500	k	k	1	380	Ring Finger
110	female	Up	7	950	l	l	1	407	Little Finger
110	female	Up	8	1100	j	j	1	388	Middle Finger
110	female	Up	9	1100	k	k	1	439	Ring Finger
110	female	Up	10	500	b	b	1	369	Thumb
110	female	Up	11	500	l	l	1	367	Little Finger
110	female	Up	12	650	h	h	1	369	Index
110	female	Up	13	800	l	l	1	404	Little Finger
110	female	Up	14	500	k	k	1	417	Ring Finger
110	female	Up	15	950	b	b	1	324	Thumb
110	female	Up	16	950	l	l	1	324	Little Finger
110	female	Up	17	1100	j	j	1	337	Middle Finger
110	female	Up	18	500	b	b	1	473	Thumb
110	female	Up	19	500	h	h	1	380	Index
110	female	Up	20	950	k	k	1	602	Ring Finger
110	female	Up	21	500	j	j	1	542	Middle Finger
110	female	Up	22	1100	h	h	1	382	Index
110	female	Up	23	800	j	j	1	460	Middle Finger
110	female	Up	24	1100	b	b	1	372	Thumb
110	female	Up	25	800	j	j	1	500	Middle Finger
110	female	Up	26	1100	l	l	1	420	Little Finger
110	female	Up	27	950	h	h	1	350	Index
110	female	Up	28	500	j	j	1	465	Middle Finger
110	female	Up	29	650	l	l	1	526	Little Finger
110	female	Up	30	800	h	h	1	369	Index
110	female	Up	31	650	j	j	1	324	Middle Finger
110	female	Up	32	650	l	l	1	510	Little Finger
110	female	Up	33	650	j	j	1	454	Middle Finger
110	female	Up	34	950	h	h	1	281	Index
110	female	Up	35	650	k	k	1	444	Ring Finger
110	female	Up	36	1100	b	b	1	329	Thumb
110	female	Up	37	650	k	k	1	548	Ring Finger
110	female	Up	38	1100	h	h	1	318	Index
110	female	Up	39	950	b	b	1	388	Thumb
110	female	Up	40	1100	l	l	1	446	Little Finger
110	female	Up	41	800	h	h	1	369	Index
110	female	Up	42	950	k	k	1	441	Ring Finger
110	female	Up	43	950	j	j	1	385	Middle Finger
110	female	Up	44	650	b	b	1	366	Thumb
110	female	Up	45	1100	k	k	1	460	Ring Finger
110	female	Up	46	800	b	b	1	401	Thumb
110	female	Up	47	800	k	k	1	465	Ring Finger
110	female	Up	48	500	h	h	1	353	Index
110	female	Up	49	950	j	j	1	485	Middle Finger
110	female	Up	50	650	b	b	1	305	Thumb
112	male	Down	1	950	k	k	1	546	Ring Finger
112	male	Down	2	800	h	h	1	444	Index
112	male	Down	3	500	k	k	1	410	Ring Finger
112	male	Down	4	1100	l	l	1	408	Little Finger
112	male	Down	5	950	b	b	1	440	Thumb
112	male	Down	6	500	h	h	1	538	Index
112	male	Down	7	650	b	b	1	376	Thumb
112	male	Down	8	1100	h	h	1	520	Index
112	male	Down	9	1100	j	j	1	546	Middle Finger
112	male	Down	10	500	b	b	1	498	Thumb
112	male	Down	11	800	l	l	1	581	Little Finger
112	male	Down	12	650	k	k	1	546	Ring Finger
112	male	Down	13	950	l	l	1	433	Little Finger
112	male	Down	14	1100	b	b	1	434	Thumb
112	male	Down	15	650	k	k	1	578	Ring Finger
112	male	Down	16	950	h	h	1	325	Index
112	male	Down	17	650	j	j	1	416	Middle Finger
112	male	Down	18	650	l	l	1	357	Little Finger
112	male	Down	19	650	j	j	1	461	Middle Finger
112	male	Down	20	800	h	h	1	464	Index
112	male	Down	21	650	l	l	1	393	Little Finger
112	male	Down	22	500	j	j	1	442	Middle Finger
112	male	Down	23	950	h	h	1	410	Index
112	male	Down	24	1100	l	l	1	360	Little Finger
112	male	Down	25	800	j	j	1	453	Middle Finger
112	male	Down	26	1100	b	b	1	434	Thumb
112	male	Down	27	800	k	k	1	503	Ring Finger
112	male	Down	28	800	j	j	1	389	Middle Finger
112	male	Down	29	1100	h	h	1	335	Index
112	male	Down	30	500	j	j	1	351	Middle Finger
112	male	Down	31	950	k	k	1	493	Ring Finger
112	male	Down	32	500	h	h	1	370	Index
112	male	Down	33	500	l	l	1	351	Little Finger
112	male	Down	34	1100	k	k	1	442	Ring Finger
112	male	Down	35	650	b	b	1	469	Thumb
112	male	Down	36	950	j	j	1	330	Middle Finger
112	male	Down	37	500	b	b	1	439	Thumb
112	male	Down	38	1100	k	k	1	418	Ring Finger
112	male	Down	39	1100	j	j	1	306	Middle Finger
112	male	Down	40	950	l	l	1	341	Little Finger
112	male	Down	41	950	b	b	1	383	Thumb
112	male	Down	42	500	k	k	1	463	Ring Finger
112	male	Down	43	800	l	l	1	401	Little Finger
112	male	Down	44	650	h	h	1	410	Index
112	male	Down	45	800	b	b	1	402	Thumb
112	male	Down	46	500	l	l	1	383	Little Finger
112	male	Down	47	650	h	h	1	373	Index
112	male	Down	48	950	j	j	1	309	Middle Finger
112	male	Down	49	800	k	k	1	346	Ring Finger
112	male	Down	50	800	b	b	1	373	Thumb
112	male	Up	1	800	k	k	1	774	Ring Finger
112	male	Up	2	650	h	h	1	463	Index
112	male	Up	3	500	l	l	1	391	Little Finger
112	male	Up	4	800	b	b	1	411	Thumb
112	male	Up	5	800	l	l	1	444	Little Finger
112	male	Up	6	500	k	k	1	369	Ring Finger
112	male	Up	7	950	l	l	1	385	Little Finger
112	male	Up	8	1100	j	j	1	497	Middle Finger
112	male	Up	9	1100	k	k	1	581	Ring Finger
112	male	Up	10	500	b	b	1	399	Thumb
112	male	Up	11	500	l	l	1	385	Little Finger
112	male	Up	12	650	h	h	1	391	Index
112	male	Up	13	800	l	l	1	388	Little Finger
112	male	Up	14	500	k	k	1	487	Ring Finger
112	male	Up	15	950	b	b	1	455	Thumb
112	male	Up	16	950	l	l	1	393	Little Finger
112	male	Up	17	1100	j	j	1	420	Middle Finger
112	male	Up	18	500	b	b	1	436	Thumb
112	male	Up	19	500	h	h	1	367	Index
112	male	Up	20	950	k	k	1	367	Ring Finger
112	male	Up	21	500	j	j	1	476	Middle Finger
112	male	Up	22	1100	h	h	1	487	Index
112	male	Up	23	800	j	j	1	447	Middle Finger
112	male	Up	24	1100	b	b	1	396	Thumb
112	male	Up	25	800	j	j	1	540	Middle Finger
112	male	Up	26	1100	l	l	1	436	Little Finger
112	male	Up	27	950	h	h	1	433	Index
112	male	Up	28	500	j	h	0	412	Middle Finger
112	male	Up	29	650	l	l	1	542	Little Finger
112	male	Up	30	800	h	h	1	764	Index
112	male	Up	31	650	j	j	1	638	Middle Finger
112	male	Up	32	650	l	l	1	406	Little Finger
112	male	Up	33	650	j	j	1	489	Middle Finger
112	male	Up	34	950	h	h	1	385	Index
112	male	Up	35	650	k	k	1	618	Ring Finger
112	male	Up	36	1100	b	b	1	361	Thumb
112	male	Up	37	650	k	k	1	592	Ring Finger
112	male	Up	38	1100	h	h	1	409	Index
112	male	Up	39	950	b	b	1	497	Thumb
112	male	Up	40	1100	l	l	1	425	Little Finger
112	male	Up	41	800	h	h	1	452	Index
112	male	Up	42	950	k	k	1	468	Ring Finger
112	male	Up	43	950	j	h	0	425	Middle Finger
112	male	Up	44	650	b	b	1	358	Thumb
112	male	Up	45	1100	k	k	1	2729	Ring Finger
112	male	Up	46	800	b	b	1	3169	Thumb
112	male	Up	47	800	k	k	1	2537	Ring Finger
112	male	Up	48	500	h	h	1	497	Index
112	male	Up	49	950	j	j	1	460	Middle Finger
112	male	Up	50	650	b	b	1	505	Thumb
113	female	Down	1	950	k	k	1	666	Ring Finger
113	female	Down	2	800	h	h	1	365	Index
113	female	Down	3	500	k	k	1	498	Ring Finger
113	female	Down	4	1100	l	l	1	490	Little Finger
113	female	Down	5	950	b	b	1	402	Thumb
113	female	Down	6	500	h	h	1	448	Index
113	female	Down	7	650	b	b	1	458	Thumb
113	female	Down	8	1100	h	h	1	410	Index
113	female	Down	9	1100	j	j	1	495	Middle Finger
113	female	Down	10	500	b	b	1	503	Thumb
113	female	Down	11	800	l	l	1	541	Little Finger
113	female	Down	12	650	k	k	1	690	Ring Finger
113	female	Down	13	950	l	l	1	506	Little Finger
113	female	Down	14	1100	b	b	1	362	Thumb
