Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
101	female	Up	40	1100	l	l	1	424	Little Finger
101	female	Up	41	800	h	h	1	474	Index
101	female	Up	42	950	k	k	1	544	Ring Finger
101	female	Up	43	950	j	j	1	587	Middle Finger
101	female	Up	44	650	b	b	1	451	Thumb
101	female	Up	45	1100	k	k	1	596	Ring Finger
101	female	Up	46	800	b	b	1	394	Thumb
101	female	Up	47	800	k	k	1	575	Ring Finger
101	female	Up	48	500	h	h	1	517	Index
101	female	Up	49	950	j	j	1	531	Middle Finger
101	female	Up	50	650	b	b	1	533	Thumb
102	female	Down	1	950	k	k	1	822	Ring Finger
102	female	Down	2	800	h	h	1	408	Index
102	female	Down	3	500	k	k	1	630	Ring Finger
102	female	Down	4	1100	l	l	1	437	Little Finger
102	female	Down	5	950	b	b	1	427	Thumb
102	female	Down	6	500	h	h	1	510	Index
102	female	Down	7	650	b	b	1	414	Thumb
102	female	Down	8	1100	h	h	1	350	Index
102	female	Down	9	1100	j	j	1	368	Middle Finger
102	female	Down	10	500	b	b	1	469	Thumb
102	female	Down	11	800	l	l	1	453	Little Finger
102	female	Down	12	650	k	k	1	306	Ring Finger
102	female	Down	13	950	l	l	1	448	Little Finger
102	female	Down	14	1100	b	b	1	293	Thumb
102	female	Down	15	650	k	k	1	483	Ring Finger
102	female	Down	16	950	h	h	1	387	Index
102	female	Down	17	650	j	j	1	539	Middle Finger
102	female	Down	18	650	l	l	1	696	Little Finger
102	female	Down	19	650	j	j	1	525	Middle Finger
102	female	Down	20	800	h	h	1	368	Index
102	female	Down	21	650	l	l	1	347	Little Finger
102	female	Down	22	500	j	j	1	483	Middle Finger
102	female	Down	23	950	h	h	1	499	Index
102	female	Down	24	1100	l	l	1	371	Little Finger
102	female	Down	25	800	j	j	1	891	Middle Finger
102	female	Down	26	1100	b	b	1	400	Thumb
102	female	Down	27	800	k	k	1	280	Ring Finger
102	female	Down	28	800	j	j	1	472	Middle Finger
102	female	Down	29	1100	h	h	1	379	Index
102	female	Down	30	500	j	j	1	515	Middle Finger
102	female	Down	31	950	k	k	1	512	Ring Finger
102	female	Down	32	500	h	h	1	491	Index
102	female	Down	33	500	l	l	1	472	Little Finger
102	female	Down	34	1100	k	k	1	459	Ring Finger
102	female	Down	35	650	b	b	1	392	Thumb
102	female	Down	36	950	j	j	1	493	Middle Finger
102	female	Down	37	500	b	b	1	515	Thumb
102	female	Down	38	1100	k	k	1	357	Ring Finger
102	female	Down	39	1100	j	j	1	336	Middle Finger
102	female	Down	40	950	l	l	1	427	Little Finger
102	female	Down	41	950	b	b	1	493	Thumb
102	female	Down	42	500	k	k	1	603	Ring Finger
102	female	Down	43	800	l	l	1	523	Little Finger
102	female	Down	44	650	h	h	1	709	Index
102	female	Down	45	800	b	b	1	539	Thumb
102	female	Down	46	500	l	l	1	539	Little Finger
102	female	Down	47	650	h	h	1	392	Index
102	female	Down	48	950	j	j	1	349	Middle Finger
102	female	Down	49	800	k	k	1	451	Ring Finger
102	female	Down	50	800	b	b	1	355	Thumb
102	female	Up	1	800	k	k	1	496	Ring Finger
102	female	Up	2	650	h	h	1	421	Index
102	female	Up	3	500	l	l	1	565	Little Finger
102	female	Up	4	800	b	b	1	504	Thumb
102	female	Up	5	800	l	l	1	549	Little Finger
102	female	Up	6	500	k	k	1	960	Ring Finger
102	female	Up	7	950	l	l	1	477	Little Finger
102	female	Up	8	1100	j	j	1	479	Middle Finger
102	female	Up	9	1100	k	k	1	449	Ring Finger
102	female	Up	10	500	b	b	1	567	Thumb
102	female	Up	11	500	l	l	1	476	Little Finger
102	female	Up	12	650	h	h	1	364	Index
102	female	Up	13	800	l	l	1	383	Little Finger
102	female	Up	14	500	k	k	1	595	Ring Finger
102	female	Up	15	950	b	b	1	522	Thumb
102	female	Up	16	950	l	l	1	514	Little Finger
102	female	Up	17	1100	j	j	1	460	Middle Finger
102	female	Up	18	500	b	b	1	492	Thumb
102	female	Up	19	500	h	h	1	506	Index
102	female	Up	20	950	k	k	1	396	Ring Finger
102	female	Up	21	500	j	j	1	543	Middle Finger
102	female	Up	22	1100	h	h	1	503	Index
102	female	Up	23	800	j	j	1	474	Middle Finger
102	female	Up	24	1100	b	b	1	452	Thumb
102	female	Up	25	800	j	j	1	375	Middle Finger
102	female	Up	26	1100	l	l	1	647	Little Finger
102	female	Up	27	950	h	h	1	351	Index
102	female	Up	28	500	j	j	1	490	Middle Finger
102	female	Up	29	650	l	l	1	636	Little Finger
102	female	Up	30	800	h	h	1	410	Index
102	female	Up	31	650	j	j	1	540	Middle Finger
102	female	Up	32	650	l	l	1	338	Little Finger
102	female	Up	33	650	j	j	1	359	Middle Finger
102	female	Up	34	950	h	h	1	348	Index
102	female	Up	35	650	k	k	1	380	Ring Finger
102	female	Up	36	1100	b	b	1	340	Thumb
102	female	Up	37	650	k	k	1	970	Ring Finger
102	female	Up	38	1100	h	h	1	327	Index
102	female	Up	39	950	b	b	1	439	Thumb
102	female	Up	40	1100	l	l	1	490	Little Finger
102	female	Up	41	800	h	h	1	370	Index
102	female	Up	42	950	k	k	1	346	Ring Finger
102	female	Up	43	950	j	j	1	828	Middle Finger
102	female	Up	44	650	b	b	1	508	Thumb
102	female	Up	45	1100	k	k	1	587	Ring Finger
102	female	Up	46	800	b	b	1	503	Thumb
102	female	Up	47	800	k	k	1	498	Ring Finger
102	female	Up	48	500	h	h	1	410	Index
102	female	Up	49	950	j	j	1	330	Middle Finger
102	female	Up	50	650	b	b	1	443	Thumb
103	male	Down	1	950	k	k	1	450	Ring Finger
103	male	Down	2	800	h	h	1	365	Index
103	male	Down	3	500	k	k	1	418	Ring Finger
103	male	Down	4	1100	l	l	1	386	Little Finger
103	male	Down	5	950	b	b	1	341	Thumb
103	male	Down	6	500	h	h	1	413	Index
103	male	Down	7	650	b	b	1	440	Thumb
103	male	Down	8	1100	h	h	1	370	Index
103	male	Down	9	1100	j	j	1	456	Middle Finger
103	male	Down	10	500	b	b	1	384	Thumb
103	male	Down	11	800	l	l	1	421	Little Finger
103	male	Down	12	650	k	k	1	490	Ring Finger
103	male	Down	13	950	l	l	1	402	Little Finger
103	male	Down	14	1100	b	b	1	336	Thumb
103	male	Down	15	650	k	k	1	445	Ring Finger
103	male	Down	16	950	h	h	1	453	Index
103	male	Down	17	650	j	j	1	407	Middle Finger
103	male	Down	18	650	l	l	1	402	Little Finger
103	male	Down	19	650	j	j	1	452	Middle Finger
103	male	Down	20	800	h	h	1	359	Index
103	male	Down	21	650	l	l	1	395	Little Finger
103	male	Down	22	500	j	j	1	503	Middle Finger
103	male	Down	23	950	h	h	1	370	Index
103	male	Down	24	1100	l	l	1	447	Little Finger
103	male	Down	25	800	j	j	1	463	Middle Finger
103	male	Down	26	1100	b	b	1	383	Thumb
103	male	Down	27	800	k	k	1	401	Ring Finger
103	male	Down	28	800	j	j	1	434	Middle Finger
103	male	Down	29	1100	h	h	1	308	Index
103	male	Down	30	500	j	j	1	383	Middle Finger
103	male	Down	31	950	k	k	1	426	Ring Finger
103	male	Down	32	500	h	h	1	330	Index
103	male	Down	33	500	l	l	1	395	Little Finger
103	male	Down	34	1100	k	k	1	423	Ring Finger
103	male	Down	35	650	b	b	1	364	Thumb
103	male	Down	36	950	j	j	1	372	Middle Finger
103	male	Down	37	500	b	b	1	402	Thumb
103	male	Down	38	1100	k	k	1	407	Ring Finger
103	male	Down	39	1100	j	j	1	436	Middle Finger
103	male	Down	40	950	l	l	1	394	Little Finger
103	male	Down	41	950	b	b	1	351	Thumb
103	male	Down	42	500	k	k	1	362	Ring Finger
103	male	Down	43	800	l	l	1	354	Little Finger
103	male	Down	44	650	h	h	1	346	Index
103	male	Down	45	800	b	b	1	367	Thumb
103	male	Down	46	500	l	l	1	732	Little Finger
103	male	Down	47	650	h	h	1	367	Index
103	male	Down	48	950	j	j	1	503	Middle Finger
103	male	Down	49	800	k	k	1	362	Ring Finger
103	male	Down	50	800	b	b	1	362	Thumb
103	male	Up	1	800	k	k	1	408	Ring Finger
103	male	Up	2	650	h	h	1	355	Index
103	male	Up	3	500	l	l	1	349	Little Finger
103	male	Up	4	800	b	b	1	363	Thumb
103	male	Up	5	800	l	l	1	331	Little Finger
103	male	Up	6	500	k	k	1	456	Ring Finger
103	male	Up	7	950	l	l	1	347	Little Finger
103	male	Up	8	1100	j	j	1	358	Middle Finger
103	male	Up	9	1100	k	k	1	320	Ring Finger
103	male	Up	10	500	b	b	1	438	Thumb
103	male	Up	11	500	l	l	1	296	Little Finger
103	male	Up	12	650	h	h	1	342	Index
103	male	Up	13	800	l	l	1	395	Little Finger
103	male	Up	14	500	k	j	0	366	Ring Finger
103	male	Up	15	950	b	b	1	358	Thumb
103	male	Up	16	950	l	l	1	315	Little Finger
