Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
306	female	Up	11	500	l	l	1	510	Little Finger
306	female	Up	12	650	h	h	1	414	Index
306	female	Up	13	800	l	l	1	441	Little Finger
306	female	Up	14	500	k	k	1	590	Ring Finger
306	female	Up	15	950	b	b	1	427	Thumb
306	female	Up	16	950	l	l	1	425	Little Finger
306	female	Up	17	1100	j	j	1	441	Middle Finger
306	female	Up	18	500	b	b	1	534	Thumb
306	female	Up	19	500	h	h	1	382	Index
306	female	Up	20	950	k	k	1	353	Ring Finger
306	female	Up	21	500	j	j	1	499	Middle Finger
306	female	Up	22	1100	h	h	1	323	Index
306	female	Up	23	800	j	j	1	534	Middle Finger
306	female	Up	24	1100	b	b	1	406	Thumb
306	female	Up	25	800	j	j	1	501	Middle Finger
306	female	Up	26	1100	l	l	1	485	Little Finger
306	female	Up	27	950	h	h	1	365	Index
306	female	Up	28	500	j	j	1	562	Middle Finger
306	female	Up	29	650	l	l	1	469	Little Finger
306	female	Up	30	800	h	h	1	357	Index
306	female	Up	31	650	j	j	1	453	Middle Finger
306	female	Up	32	650	l	l	1	442	Little Finger
306	female	Up	33	650	j	j	1	397	Middle Finger
306	female	Up	34	950	h	b	0	362	Index
306	female	Up	35	650	k	k	1	461	Ring Finger
306	female	Up	36	1100	b	b	1	621	Thumb
306	female	Up	37	650	k	k	1	451	Ring Finger
306	female	Up	38	1100	h	h	1	400	Index
306	female	Up	39	950	b	b	1	461	Thumb
306	female	Up	40	1100	l	l	1	365	Little Finger
306	female	Up	41	800	h	h	1	352	Index
306	female	Up	42	950	k	k	1	373	Ring Finger
306	female	Up	43	950	j	j	1	437	Middle Finger
306	female	Up	44	650	b	b	1	365	Thumb
306	female	Up	45	1100	k	k	1	379	Ring Finger
306	female	Up	46	800	b	b	1	400	Thumb
306	female	Up	47	800	k	k	1	536	Ring Finger
306	female	Up	48	500	h	h	1	496	Index
306	female	Up	49	950	j	j	1	355	Middle Finger
306	female	Up	50	650	b	b	1	339	Thumb
307	female	Down	1	950	k	k	1	430	Ring Finger
307	female	Down	2	800	h	h	1	433	Index
307	female	Down	3	500	k	k	1	405	Ring Finger
307	female	Down	4	1100	l	l	1	338	Little Finger
307	female	Down	5	950	b	b	1	349	Thumb
307	female	Down	6	500	h	h	1	407	Index
307	female	Down	7	650	b	b	1	362	Thumb
307	female	Down	8	1100	h	h	1	351	Index
307	female	Down	9	1100	j	j	1	386	Middle Finger
307	female	Down	10	500	b	b	1	434	Thumb
307	female	Down	11	800	l	l	1	370	Little Finger
307	female	Down	12	650	k	k	1	269	Ring Finger
307	female	Down	13	950	l	l	1	394	Little Finger
307	female	Down	14	1100	b	b	1	373	Thumb
307	female	Down	15	650	k	k	1	375	Ring Finger
307	female	Down	16	950	h	h	1	290	Index
307	female	Down	17	650	j	j	1	309	Middle Finger
307	female	Down	18	650	l	l	1	317	Little Finger
307	female	Down	19	650	j	j	1	437	Middle Finger
307	female	Down	20	800	h	h	1	346	Index
307	female	Down	21	650	l	l	1	383	Little Finger
307	female	Down	22	500	j	j	1	407	Middle Finger
307	female	Down	23	950	h	h	1	415	Index
307	female	Down	24	1100	l	l	1	503	Little Finger
307	female	Down	25	800	j	j	1	514	Middle Finger
307	female	Down	26	1100	b	b	1	389	Thumb
307	female	Down	27	800	k	j	0	329	Ring Finger
307	female	Down	28	800	j	j	1	298	Middle Finger
307	female	Down	29	1100	h	h	1	378	Index
307	female	Down	30	500	j	j	1	538	Middle Finger
307	female	Down	31	950	k	k	1	589	Ring Finger
307	female	Down	32	500	h	h	1	431	Index
307	female	Down	33	500	l	l	1	346	Little Finger
307	female	Down	34	1100	k	k	1	402	Ring Finger
307	female	Down	35	650	b	b	1	301	Thumb
307	female	Down	36	950	j	j	1	455	Middle Finger
307	female	Down	37	500	b	b	1	455	Thumb
307	female	Down	38	1100	k	k	1	463	Ring Finger
307	female	Down	39	1100	j	j	1	335	Middle Finger
307	female	Down	40	950	l	l	1	434	Little Finger
307	female	Down	41	950	b	b	1	415	Thumb
307	female	Down	42	500	k	k	1	367	Ring Finger
307	female	Down	43	800	l	l	1	562	Little Finger
307	female	Down	44	650	h	h	1	413	Index
307	female	Down	45	800	b	b	1	477	Thumb
307	female	Down	46	500	l	l	1	406	Little Finger
307	female	Down	47	650	h	h	1	337	Index
307	female	Down	48	950	j	j	1	332	Middle Finger
307	female	Down	49	800	k	k	1	291	Ring Finger
307	female	Down	50	800	b	b	1	412	Thumb
307	female	Up	1	800	k	k	1	496	Ring Finger
307	female	Up	2	650	h	h	1	373	Index
307	female	Up	3	500	l	l	1	469	Little Finger
307	female	Up	4	800	b	b	1	307	Thumb
307	female	Up	5	800	l	l	1	467	Little Finger
307	female	Up	6	500	k	k	1	373	Ring Finger
307	female	Up	7	950	l	l	1	440	Little Finger
307	female	Up	8	1100	j	j	1	413	Middle Finger
307	female	Up	9	1100	k	k	1	574	Ring Finger
307	female	Up	10	500	b	b	1	406	Thumb
307	female	Up	11	500	l	l	1	403	Little Finger
307	female	Up	12	650	h	h	1	318	Index
307	female	Up	13	800	l	l	1	451	Little Finger
307	female	Up	14	500	k	k	1	440	Ring Finger
307	female	Up	15	950	b	b	1	376	Thumb
307	female	Up	16	950	l	l	1	427	Little Finger
307	female	Up	17	1100	j	j	1	470	Middle Finger
307	female	Up	18	500	b	b	1	392	Thumb
307	female	Up	19	500	h	h	1	299	Index
307	female	Up	20	950	k	k	1	326	Ring Finger
307	female	Up	21	500	j	j	1	547	Middle Finger
307	female	Up	22	1100	h	h	1	326	Index
307	female	Up	23	800	j	j	1	478	Middle Finger
307	female	Up	24	1100	b	b	1	320	Thumb
307	female	Up	25	800	j	j	1	395	Middle Finger
307	female	Up	26	1100	l	l	1	350	Little Finger
307	female	Up	27	950	h	h	1	395	Index
307	female	Up	28	500	j	j	1	398	Middle Finger
307	female	Up	29	650	l	l	1	518	Little Finger
307	female	Up	30	800	h	h	1	430	Index
307	female	Up	31	650	j	j	1	382	Middle Finger
307	female	Up	32	650	l	l	1	419	Little Finger
307	female	Up	33	650	j	j	1	640	Middle Finger
307	female	Up	34	950	h	h	1	521	Index
307	female	Up	35	650	k	k	1	331	Ring Finger
307	female	Up	36	1100	b	b	1	289	Thumb
307	female	Up	37	650	k	k	1	491	Ring Finger
307	female	Up	38	1100	h	h	1	337	Index
307	female	Up	39	950	b	b	1	347	Thumb
307	female	Up	40	1100	l	l	1	430	Little Finger
307	female	Up	41	800	h	h	1	454	Index
307	female	Up	42	950	k	k	1	473	Ring Finger
307	female	Up	43	950	j	j	1	406	Middle Finger
307	female	Up	44	650	b	b	1	433	Thumb
307	female	Up	45	1100	k	k	1	483	Ring Finger
307	female	Up	46	800	b	b	1	358	Thumb
307	female	Up	47	800	k	k	1	518	Ring Finger
307	female	Up	48	500	h	h	1	409	Index
307	female	Up	49	950	j	j	1	425	Middle Finger
307	female	Up	50	650	b	b	1	366	Thumb
308	male	Down	1	950	k	k	1	527	Ring Finger
308	male	Down	2	800	h	h	1	466	Index
308	male	Down	3	500	k	k	1	466	Ring Finger
308	male	Down	4	1100	l	l	1	506	Little Finger
308	male	Down	5	950	b	b	1	453	Thumb
308	male	Down	6	500	h	h	1	433	Index
308	male	Down	7	650	b	b	1	433	Thumb
308	male	Down	8	1100	h	h	1	380	Index
308	male	Down	9	1100	j	j	1	356	Middle Finger
308	male	Down	10	500	b	b	1	654	Thumb
308	male	Down	11	800	l	l	1	340	Little Finger
308	male	Down	12	650	k	k	1	369	Ring Finger
308	male	Down	13	950	l	l	1	425	Little Finger
308	male	Down	14	1100	b	b	1	385	Thumb
308	male	Down	15	650	k	k	1	470	Ring Finger
308	male	Down	16	950	h	h	1	340	Index
308	male	Down	17	650	j	j	1	345	Middle Finger
308	male	Down	18	650	l	l	1	351	Little Finger
308	male	Down	19	650	j	j	1	415	Middle Finger
308	male	Down	20	800	h	h	1	340	Index
308	male	Down	21	650	l	l	1	609	Little Finger
308	male	Down	22	500	j	j	1	463	Middle Finger
308	male	Down	23	950	h	h	1	401	Index
308	male	Down	24	1100	l	l	1	495	Little Finger
308	male	Down	25	800	j	j	1	484	Middle Finger
308	male	Down	26	1100	b	b	1	353	Thumb
308	male	Down	27	800	k	k	1	383	Ring Finger
308	male	Down	28	800	j	j	1	476	Middle Finger
308	male	Down	29	1100	h	h	1	367	Index
308	male	Down	30	500	j	j	1	452	Middle Finger
308	male	Down	31	950	k	k	1	372	Ring Finger
308	male	Down	32	500	h	h	1	449	Index
308	male	Down	33	500	l	l	1	551	Little Finger
308	male	Down	34	1100	k	j	0	497	Ring Finger
308	male	Down	35	650	b	b	1	487	Thumb
308	male	Down	36	950	j	j	1	543	Middle Finger
308	male	Down	37	500	b	b	1	583	Thumb
308	male	Down	38	1100	k	k	1	495	Ring Finger
308	male	Down	39	1100	j	j	1	519	Middle Finger
308	male	Down	40	950	l	l	1	516	Little Finger
308	male	Down	41	950	b	b	1	538	Thumb
308	male	Down	42	500	k	k	1	530	Ring Finger
308	male	Down	43	800	l	l	1	602	Little Finger
308	male	Down	44	650	h	h	1	476	Index
308	male	Down	45	800	b	b	1	473	Thumb
308	male	Down	46	500	l	l	1	540	Little Finger
308	male	Down	47	650	h	h	1	610	Index
308	male	Down	48	950	j	j	1	458	Middle Finger
308	male	Down	49	800	k	k	1	623	Ring Finger
308	male	Down	50	800	b	b	1	522	Thumb
308	male	Up	1	800	k	k	1	551	Ring Finger
308	male	Up	2	650	h	h	1	464	Index
308	male	Up	3	500	l	l	1	508	Little Finger
308	male	Up	4	800	b	b	1	434	Thumb
308	male	Up	5	800	l	l	1	514	Little Finger
308	male	Up	6	500	k	k	1	564	Ring Finger
308	male	Up	7	950	l	l	1	466	Little Finger
308	male	Up	8	1100	j	j	1	453	Middle Finger
308	male	Up	9	1100	k	k	1	408	Ring Finger
308	male	Up	10	500	b	b	1	526	Thumb
308	male	Up	11	500	l	l	1	695	Little Finger
308	male	Up	12	650	h	h	1	484	Index
308	male	Up	13	800	l	l	1	546	Little Finger
308	male	Up	14	500	k	k	1	610	Ring Finger
308	male	Up	15	950	b	b	1	422	Thumb
308	male	Up	16	950	l	l	1	609	Little Finger
308	male	Up	17	1100	j	j	1	470	Middle Finger
308	male	Up	18	500	b	b	1	513	Thumb
308	male	Up	19	500	h	h	1	538	Index
308	male	Up	20	950	k	k	1	377	Ring Finger
308	male	Up	21	500	j	j	1	448	Middle Finger
308	male	Up	22	1100	h	h	1	396	Index
308	male	Up	23	800	j	j	1	510	Middle Finger
308	male	Up	24	1100	b	b	1	464	Thumb
308	male	Up	25	800	j	j	1	439	Middle Finger
308	male	Up	26	1100	l	l	1	531	Little Finger
308	male	Up	27	950	h	h	1	434	Index
308	male	Up	28	500	j	j	1	439	Middle Finger
308	male	Up	29	650	l	l	1	397	Little Finger
308	male	Up	30	800	h	h	1	552	Index
308	male	Up	31	650	j	j	1	441	Middle Finger
308	male	Up	32	650	l	l	1	504	Little Finger
308	male	Up	33	650	j	j	1	476	Middle Finger
308	male	Up	34	950	h	h	1	444	Index
308	male	Up	35	650	k	k	1	683	Ring Finger
308	male	Up	36	1100	b	b	1	445	Thumb
308	male	Up	37	650	k	k	1	555	Ring Finger
308	male	Up	38	1100	h	h	1	482	Index
308	male	Up	39	950	b	b	1	562	Thumb
308	male	Up	40	1100	l	l	1	473	Little Finger
308	male	Up	41	800	h	h	1	488	Index
308	male	Up	42	950	k	k	1	432	Ring Finger
308	male	Up	43	950	j	j	1	467	Middle Finger
308	male	Up	44	650	b	b	1	480	Thumb
308	male	Up	45	1100	k	k	1	555	Ring Finger
308	male	Up	46	800	b	b	1	446	Thumb
308	male	Up	47	800	k	k	1	486	Ring Finger
308	male	Up	48	500	h	h	1	561	Index
308	male	Up	49	950	j	j	1	486	Middle Finger
308	male	Up	50	650	b	b	1	499	Thumb
309	female	Down	1	950	k	k	1	498	Ring Finger
309	female	Down	2	800	h	h	1	503	Index
309	female	Down	3	500	k	k	1	449	Ring Finger
309	female	Down	4	1100	l	l	1	574	Little Finger
309	female	Down	5	950	b	b	1	810	Thumb
309	female	Down	6	500	h	h	1	591	Index
309	female	Down	7	650	b	b	1	432	Thumb
309	female	Down	8	1100	h	h	1	549	Index
309	female	Down	9	1100	j	j	1	349	Middle Finger
309	female	Down	10	500	b	b	1	445	Thumb
309	female	Down	11	800	l	l	1	309	Little Finger
309	female	Down	12	650	k	k	1	649	Ring Finger
309	female	Down	13	950	l	l	1	419	Little Finger
309	female	Down	14	1100	b	b	1	368	Thumb
309	female	Down	15	650	k	k	1	409	Ring Finger
309	female	Down	16	950	h	h	1	364	Index
309	female	Down	17	650	j	j	1	478	Middle Finger
309	female	Down	18	650	l	l	1	331	Little Finger
309	female	Down	19	650	j	j	1	406	Middle Finger
309	female	Down	20	800	h	h	1	424	Index
309	female	Down	21	650	l	l	1	391	Little Finger
309	female	Down	22	500	j	j	1	469	Middle Finger
309	female	Down	23	950	h	h	1	367	Index
309	female	Down	24	1100	l	l	1	366	Little Finger
309	female	Down	25	800	j	j	1	473	Middle Finger
309	female	Down	26	1100	b	b	1	356	Thumb
309	female	Down	27	800	k	k	1	608	Ring Finger
309	female	Down	28	800	j	j	1	401	Middle Finger
309	female	Down	29	1100	h	h	1	407	Index
309	female	Down	30	500	j	j	1	724	Middle Finger
309	female	Down	31	950	k	k	1	443	Ring Finger
309	female	Down	32	500	h	h	1	407	Index
309	female	Down	33	500	l	l	1	405	Little Finger
309	female	Down	34	1100	k	k	1	355	Ring Finger
309	female	Down	35	650	b	b	1	356	Thumb
309	female	Down	36	950	j	j	1	362	Middle Finger
309	female	Down	37	500	b	b	1	401	Thumb
309	female	Down	38	1100	k	k	1	327	Ring Finger
309	female	Down	39	1100	j	j	1	520	Middle Finger
309	female	Down	40	950	l	l	1	431	Little Finger
309	female	Down	41	950	b	b	1	353	Thumb
309	female	Down	42	500	k	k	1	449	Ring Finger
309	female	Down	43	800	l	l	1	434	Little Finger
309	female	Down	44	650	h	h	1	328	Index
309	female	Down	45	800	b	h	0	334	Thumb
309	female	Down	46	500	l	l	1	423	Little Finger
309	female	Down	47	650	h	h	1	318	Index
309	female	Down	48	950	j	j	1	373	Middle Finger
309	female	Down	49	800	k	k	1	816	Ring Finger
309	female	Down	50	800	b	b	1	361	Thumb
309	female	Up	1	800	k	k	1	686	Ring Finger
309	female	Up	2	650	h	h	1	417	Index
309	female	Up	3	500	l	l	1	545	Little Finger
309	female	Up	4	800	b	b	1	324	Thumb
309	female	Up	5	800	l	l	1	508	Little Finger
309	female	Up	6	500	k	k	1	542	Ring Finger
309	female	Up	7	950	l	l	1	505	Little Finger
309	female	Up	8	1100	j	j	1	497	Middle Finger
309	female	Up	9	1100	k	k	1	649	Ring Finger
309	female	Up	10	500	b	b	1	438	Thumb
309	female	Up	11	500	l	l	1	545	Little Finger
309	female	Up	12	650	h	h	1	510	Index
309	female	Up	13	800	l	l	1	500	Little Finger
309	female	Up	14	500	k	k	1	572	Ring Finger
309	female	Up	15	950	b	b	1	404	Thumb
309	female	Up	16	950	l	l	1	436	Little Finger
309	female	Up	17	1100	j	j	1	365	Middle Finger
309	female	Up	18	500	b	b	1	499	Thumb
309	female	Up	19	500	h	h	1	379	Index
309	female	Up	20	950	k	k	1	413	Ring Finger
309	female	Up	21	500	j	j	1	357	Middle Finger
309	female	Up	22	1100	h	h	1	432	Index
309	female	Up	23	800	j	j	1	424	Middle Finger
309	female	Up	24	1100	b	b	1	424	Thumb
309	female	Up	25	800	j	j	1	603	Middle Finger
309	female	Up	26	1100	l	l	1	432	Little Finger
309	female	Up	27	950	h	h	1	374	Index
309	female	Up	28	500	j	j	1	590	Middle Finger
309	female	Up	29	650	l	l	1	422	Little Finger
309	female	Up	30	800	h	h	1	315	Index
309	female	Up	31	650	j	j	1	555	Middle Finger
309	female	Up	32	650	l	l	1	451	Little Finger
309	female	Up	33	650	j	j	1	438	Middle Finger
309	female	Up	34	950	h	h	1	371	Index
309	female	Up	35	650	k	k	1	614	Ring Finger
309	female	Up	36	1100	b	b	1	382	Thumb
309	female	Up	37	650	k	k	1	499	Ring Finger
309	female	Up	38	1100	h	h	1	395	Index
309	female	Up	39	950	b	b	1	432	Thumb
309	female	Up	40	1100	l	l	1	515	Little Finger
309	female	Up	41	800	h	h	1	755	Index
309	female	Up	42	950	k	k	1	376	Ring Finger
309	female	Up	43	950	j	j	1	307	Middle Finger
309	female	Up	44	650	b	b	1	467	Thumb
309	female	Up	45	1100	k	k	1	510	Ring Finger
309	female	Up	46	800	b	b	1	406	Thumb
309	female	Up	47	800	k	k	1	382	Ring Finger
309	female	Up	48	500	h	j	0	478	Index
309	female	Up	49	950	j	j	1	475	Middle Finger
309	female	Up	50	650	b	b	1	443	Thumb
310	female	Down	1	950	k	k	1	351	Ring Finger
310	female	Down	2	800	h	h	1	311	Index
310	female	Down	3	500	k	k	1	361	Ring Finger
310	female	Down	4	1100	l	l	1	279	Little Finger
310	female	Down	5	950	b	h	0	324	Thumb
310	female	Down	6	500	h	h	1	354	Index
310	female	Down	7	650	b	b	1	1178	Thumb
310	female	Down	8	1100	h	h	1	306	Index
310	female	Down	9	1100	j	j	1	298	Middle Finger
310	female	Down	10	500	b	b	1	338	Thumb
310	female	Down	11	800	l	l	1	335	Little Finger
310	female	Down	12	650	k	k	1	260	Ring Finger
310	female	Down	13	950	l	l	1	311	Little Finger
310	female	Down	14	1100	b	b	1	314	Thumb
310	female	Down	15	650	k	k	1	338	Ring Finger
310	female	Down	16	950	h	j	0	332	Index
310	female	Down	17	650	j	j	1	327	Middle Finger
310	female	Down	18	650	l	l	1	354	Little Finger
310	female	Down	19	650	j	j	1	506	Middle Finger
310	female	Down	20	800	h	h	1	263	Index
310	female	Down	21	650	l	l	1	332	Little Finger
310	female	Down	22	500	j	j	1	370	Middle Finger
310	female	Down	23	950	h	h	1	298	Index
310	female	Down	24	1100	l	l	1	426	Little Finger
310	female	Down	25	800	j	j	1	319	Middle Finger
310	female	Down	26	1100	b	b	1	354	Thumb
310	female	Down	27	800	k	k	1	330	Ring Finger
310	female	Down	28	800	j	j	1	426	Middle Finger
310	female	Down	29	1100	h	h	1	281	Index
310	female	Down	30	500	j	j	1	382	Middle Finger
310	female	Down	31	950	k	k	1	265	Ring Finger
310	female	Down	32	500	h	h	1	273	Index
310	female	Down	33	500	l	l	1	332	Little Finger
310	female	Down	34	1100	k	k	1	289	Ring Finger
310	female	Down	35	650	b	b	1	316	Thumb
310	female	Down	36	950	j	j	1	249	Middle Finger
310	female	Down	37	500	b	b	1	374	Thumb
310	female	Down	38	1100	k	k	1	262	Ring Finger
310	female	Down	39	1100	j	j	1	254	Middle Finger
310	female	Down	40	950	l	l	1	321	Little Finger
310	female	Down	41	950	b	b	1	393	Thumb
310	female	Down	42	500	k	k	1	380	Ring Finger
310	female	Down	43	800	l	l	1	361	Little Finger
310	female	Down	44	650	h	h	1	500	Index
310	female	Down	45	800	b	b	1	361	Thumb
310	female	Down	46	500	l	l	1	294	Little Finger
310	female	Down	47	650	h	j	0	276	Index
310	female	Down	48	950	j	j	1	297	Middle Finger
310	female	Down	49	800	k	k	1	292	Ring Finger
310	female	Down	50	800	b	b	1	380	Thumb
310	female	Up	1	800	k	k	1	325	Ring Finger
310	female	Up	2	650	h	h	1	368	Index
310	female	Up	3	500	l	l	1	317	Little Finger
310	female	Up	4	800	b	b	1	309	Thumb
310	female	Up	5	800	l	l	1	333	Little Finger
310	female	Up	6	500	k	k	1	442	Ring Finger
310	female	Up	7	950	l	l	1	386	Little Finger
310	female	Up	8	1100	j	j	1	362	Middle Finger
310	female	Up	9	1100	k	k	1	464	Ring Finger
310	female	Up	10	500	b	b	1	376	Thumb
310	female	Up	11	500	l	l	1	360	Little Finger
310	female	Up	12	650	h	h	1	480	Index
310	female	Up	13	800	l	l	1	293	Little Finger
310	female	Up	14	500	k	k	1	402	Ring Finger
310	female	Up	15	950	b	b	1	786	Thumb
310	female	Up	16	950	l	l	1	293	Little Finger
310	female	Up	17	1100	j	j	1	370	Middle Finger
310	female	Up	18	500	b	b	1	368	Thumb
310	female	Up	19	500	h	h	1	493	Index
310	female	Up	20	950	k	k	1	277	Ring Finger
310	female	Up	21	500	j	j	1	536	Middle Finger
310	female	Up	22	1100	h	h	1	368	Index
310	female	Up	23	800	j	j	1	376	Middle Finger
310	female	Up	24	1100	b	b	1	352	Thumb
310	female	Up	25	800	j	j	1	432	Middle Finger
310	female	Up	26	1100	l	l	1	305	Little Finger
310	female	Up	27	950	h	h	1	340	Index
310	female	Up	28	500	j	j	1	348	Middle Finger
310	female	Up	29	650	l	l	1	364	Little Finger
310	female	Up	30	800	h	h	1	335	Index
310	female	Up	31	650	j	j	1	316	Middle Finger
310	female	Up	32	650	l	l	1	372	Little Finger
310	female	Up	33	650	j	j	1	463	Middle Finger
310	female	Up	34	950	h	h	1	306	Index
310	female	Up	35	650	k	k	1	503	Ring Finger
310	female	Up	36	1100	b	b	1	367	Thumb
310	female	Up	37	650	k	k	1	282	Ring Finger
310	female	Up	38	1100	h	h	1	303	Index
310	female	Up	39	950	b	b	1	330	Thumb
310	female	Up	40	1100	l	l	1	303	Little Finger
310	female	Up	41	800	h	h	1	330	Index
310	female	Up	42	950	k	k	1	386	Ring Finger
310	female	Up	43	950	j	j	1	292	Middle Finger
310	female	Up	44	650	b	b	1	391	Thumb
310	female	Up	45	1100	k	k	1	394	Ring Finger
310	female	Up	46	800	b	b	1	367	Thumb
310	female	Up	47	800	k	k	1	362	Ring Finger
310	female	Up	48	500	h	h	1	471	Index
310	female	Up	49	950	j	j	1	372	Middle Finger
310	female	Up	50	650	b	b	1	359	Thumb
311	male	Down	1	950	k	k	1	415	Ring Finger
311	male	Down	2	800	h	h	1	298	Index
311	male	Down	3	500	k	k	1	426	Ring Finger
311	male	Down	4	1100	l	l	1	370	Little Finger
311	male	Down	5	950	b	b	1	386	Thumb
311	male	Down	6	500	h	h	1	410	Index
311	male	Down	7	650	b	b	1	397	Thumb
311	male	Down	8	1100	h	h	1	319	Index
311	male	Down	9	1100	j	j	1	314	Middle Finger
311	male	Down	10	500	b	b	1	509	Thumb
311	male	Down	11	800	l	l	1	362	Little Finger
311	male	Down	12	650	k	k	1	413	Ring Finger
311	male	Down	13	950	l	l	1	413	Little Finger
311	male	Down	14	1100	b	b	1	394	Thumb
311	male	Down	15	650	k	k	1	418	Ring Finger
311	male	Down	16	950	h	h	1	285	Index
311	male	Down	17	650	j	j	1	311	Middle Finger
311	male	Down	18	650	l	l	1	351	Little Finger
311	male	Down	19	650	j	j	1	391	Middle Finger
311	male	Down	20	800	h	h	1	389	Index
311	male	Down	21	650	l	l	1	364	Little Finger
311	male	Down	22	500	j	j	1	465	Middle Finger
311	male	Down	23	950	h	h	1	364	Index
311	male	Down	24	1100	l	l	1	361	Little Finger
311	male	Down	25	800	j	j	1	388	Middle Finger
311	male	Down	26	1100	b	b	1	318	Thumb
311	male	Down	27	800	k	k	1	452	Ring Finger
311	male	Down	28	800	j	j	1	396	Middle Finger
311	male	Down	29	1100	h	h	1	247	Index
311	male	Down	30	500	j	j	1	508	Middle Finger
311	male	Down	31	950	k	k	1	321	Ring Finger
311	male	Down	32	500	h	h	1	519	Index
311	male	Down	33	500	l	l	1	377	Little Finger
311	male	Down	34	1100	k	k	1	401	Ring Finger
311	male	Down	35	650	b	b	1	396	Thumb
311	male	Down	36	950	j	j	1	401	Middle Finger
311	male	Down	37	500	b	b	1	407	Thumb
311	male	Down	38	1100	k	k	1	412	Ring Finger
311	male	Down	39	1100	j	j	1	393	Middle Finger
311	male	Down	40	950	l	l	1	383	Little Finger
311	male	Down	41	950	b	b	1	393	Thumb
311	male	Down	42	500	k	k	1	428	Ring Finger
311	male	Down	43	800	l	l	1	420	Little Finger
311	male	Down	44	650	h	h	1	417	Index
311	male	Down	45	800	b	b	1	375	Thumb
311	male	Down	46	500	l	l	1	359	Little Finger
311	male	Down	47	650	h	h	1	359	Index
311	male	Down	48	950	j	j	1	396	Middle Finger
311	male	Down	49	800	k	k	1	364	Ring Finger
311	male	Down	50	800	b	b	1	367	Thumb
311	male	Up	1	800	k	k	1	372	Ring Finger
311	male	Up	2	650	h	b	0	383	Index
311	male	Up	3	500	l	l	1	431	Little Finger
311	male	Up	4	800	b	b	1	431	Thumb
311	male	Up	5	800	l	l	1	444	Little Finger
311	male	Up	6	500	k	k	1	449	Ring Finger
311	male	Up	7	950	l	l	1	425	Little Finger
311	male	Up	8	1100	j	j	1	489	Middle Finger
311	male	Up	9	1100	k	k	1	279	Ring Finger
311	male	Up	10	500	b	b	1	441	Thumb
311	male	Up	11	500	l	l	1	535	Little Finger
311	male	Up	12	650	h	h	1	436	Index
311	male	Up	13	800	l	l	1	412	Little Finger
311	male	Up	14	500	k	k	1	474	Ring Finger
311	male	Up	15	950	b	b	1	439	Thumb
311	male	Up	16	950	l	l	1	428	Little Finger
311	male	Up	17	1100	j	j	1	535	Middle Finger
311	male	Up	18	500	b	b	1	463	Thumb
311	male	Up	19	500	h	h	1	463	Index
311	male	Up	20	950	k	k	1	274	Ring Finger
311	male	Up	21	500	j	j	1	396	Middle Finger
311	male	Up	22	1100	h	h	1	463	Index
311	male	Up	23	800	j	j	1	554	Middle Finger
311	male	Up	24	1100	b	b	1	396	Thumb
311	male	Up	25	800	j	j	1	505	Middle Finger
311	male	Up	26	1100	l	l	1	417	Little Finger
311	male	Up	27	950	h	h	1	363	Index
311	male	Up	28	500	j	j	1	497	Middle Finger
311	male	Up	29	650	l	l	1	446	Little Finger
311	male	Up	30	800	h	h	1	425	Index
311	male	Up	31	650	j	j	1	462	Middle Finger
311	male	Up	32	650	l	l	1	315	Little Finger
311	male	Up	33	650	j	j	1	395	Middle Finger
311	male	Up	34	950	h	h	1	353	Index
311	male	Up	35	650	k	k	1	273	Ring Finger
311	male	Up	36	1100	b	b	1	355	Thumb
311	male	Up	37	650	k	j	0	412	Ring Finger
311	male	Up	38	1100	h	h	1	417	Index
311	male	Up	39	950	b	b	1	516	Thumb
311	male	Up	40	1100	l	l	1	446	Little Finger
311	male	Up	41	800	h	h	1	449	Index
311	male	Up	42	950	k	k	1	449	Ring Finger
311	male	Up	43	950	j	j	1	329	Middle Finger
311	male	Up	44	650	b	b	1	404	Thumb
311	male	Up	45	1100	k	k	1	393	Ring Finger
311	male	Up	46	800	b	b	1	457	Thumb
311	male	Up	47	800	k	k	1	356	Ring Finger
311	male	Up	48	500	h	h	1	526	Index
311	male	Up	49	950	j	j	1	446	Middle Finger
311	male	Up	50	650	b	b	1	369	Thumb
312	male	Down	1	950	k	k	1	431	Ring Finger
312	male	Down	2	800	h	h	1	415	Index
312	male	Down	3	500	k	k	1	669	Ring Finger
312	male	Down	4	1100	l	l	1	360	Little Finger
312	male	Down	5	950	b	b	1	333	Thumb
312	male	Down	6	500	h	h	1	495	Index
312	male	Down	7	650	b	b	1	395	Thumb
312	male	Down	8	1100	h	h	1	377	Index
312	male	Down	9	1100	j	k	0	400	Middle Finger
312	male	Down	10	500	b	b	1	454	Thumb
312	male	Down	11	800	l	l	1	398	Little Finger
312	male	Down	12	650	k	k	1	334	Ring Finger
312	male	Down	13	950	l	l	1	381	Little Finger
312	male	Down	14	1100	b	b	1	420	Thumb
312	male	Down	15	650	k	k	1	467	Ring Finger
312	male	Down	16	950	h	h	1	420	Index
312	male	Down	17	650	j	j	1	323	Middle Finger
312	male	Down	18	650	l	l	1	383	Little Finger
312	male	Down	19	650	j	j	1	456	Middle Finger
312	male	Down	20	800	h	h	1	343	Index
312	male	Down	21	650	l	l	1	330	Little Finger
312	male	Down	22	500	j	j	1	435	Middle Finger
