Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
303	female	Down	6	500	h	h	1	414	Index
303	female	Down	7	650	b	b	1	428	Thumb
303	female	Down	8	1100	h	h	1	542	Index
303	female	Down	9	1100	j	k	0	462	Middle Finger
303	female	Down	10	500	b	b	1	398	Thumb
303	female	Down	11	800	l	l	1	348	Little Finger
303	female	Down	12	650	k	k	1	428	Ring Finger
303	female	Down	13	950	l	l	1	441	Little Finger
303	female	Down	14	1100	b	b	1	446	Thumb
303	female	Down	15	650	k	k	1	441	Ring Finger
303	female	Down	16	950	h	h	1	393	Index
303	female	Down	17	650	j	j	1	393	Middle Finger
303	female	Down	18	650	l	l	1	401	Little Finger
303	female	Down	19	650	j	j	1	836	Middle Finger
303	female	Down	20	800	h	h	1	457	Index
303	female	Down	21	650	l	l	1	574	Little Finger
303	female	Down	22	500	j	j	1	542	Middle Finger
303	female	Down	23	950	h	h	1	409	Index
303	female	Down	24	1100	l	l	1	382	Little Finger
303	female	Down	25	800	j	j	1	596	Middle Finger
303	female	Down	26	1100	b	b	1	342	Thumb
303	female	Down	27	800	k	k	1	564	Ring Finger
303	female	Down	28	800	j	j	1	484	Middle Finger
303	female	Down	29	1100	h	h	1	433	Index
303	female	Down	30	500	j	j	1	1324	Middle Finger
303	female	Down	31	950	k	k	1	380	Ring Finger
303	female	Down	32	500	h	h	1	548	Index
303	female	Down	33	500	l	l	1	382	Little Finger
303	female	Down	34	1100	k	k	1	286	Ring Finger
303	female	Down	35	650	b	b	1	361	Thumb
303	female	Down	36	950	j	j	1	377	Middle Finger
303	female	Down	37	500	b	b	1	385	Thumb
303	female	Down	38	1100	k	k	1	513	Ring Finger
303	female	Down	39	1100	j	j	1	324	Middle Finger
303	female	Down	40	950	l	l	1	355	Little Finger
303	female	Down	41	950	b	b	1	344	Thumb
303	female	Down	42	500	k	l	0	344	Ring Finger
303	female	Down	43	800	l	l	1	379	Little Finger
303	female	Down	44	650	h	h	1	352	Index
303	female	Down	45	800	b	b	1	374	Thumb
303	female	Down	46	500	l	l	1	358	Little Finger
303	female	Down	47	650	h	h	1	334	Index
303	female	Down	48	950	j	j	1	880	Middle Finger
303	female	Down	49	800	k	k	1	467	Ring Finger
303	female	Down	50	800	b	b	1	331	Thumb
303	female	Up	1	800	k	k	1	503	Ring Finger
303	female	Up	2	650	h	h	1	412	Index
303	female	Up	3	500	l	l	1	321	Little Finger
303	female	Up	4	800	b	b	1	332	Thumb
303	female	Up	5	800	l	l	1	332	Little Finger
303	female	Up	6	500	k	k	1	329	Ring Finger
303	female	Up	7	950	l	l	1	353	Little Finger
303	female	Up	8	1100	j	j	1	340	Middle Finger
303	female	Up	9	1100	k	k	1	372	Ring Finger
303	female	Up	10	500	b	b	1	401	Thumb
303	female	Up	11	500	l	l	1	486	Little Finger
303	female	Up	12	650	h	h	1	312	Index
303	female	Up	13	800	l	l	1	382	Little Finger
303	female	Up	14	500	k	k	1	846	Ring Finger
303	female	Up	15	950	b	b	1	486	Thumb
303	female	Up	16	950	l	l	1	390	Little Finger
303	female	Up	17	1100	j	j	1	464	Middle Finger
303	female	Up	18	500	b	b	1	400	Thumb
303	female	Up	19	500	h	h	1	486	Index
303	female	Up	20	950	k	k	1	446	Ring Finger
303	female	Up	21	500	j	j	1	411	Middle Finger
303	female	Up	22	1100	h	h	1	368	Index
303	female	Up	23	800	j	j	1	571	Middle Finger
303	female	Up	24	1100	b	b	1	408	Thumb
303	female	Up	25	800	j	j	1	331	Middle Finger
303	female	Up	26	1100	l	l	1	400	Little Finger
303	female	Up	27	950	h	h	1	472	Index
303	female	Up	28	500	j	j	1	483	Middle Finger
303	female	Up	29	650	l	l	1	366	Little Finger
303	female	Up	30	800	h	h	1	374	Index
303	female	Up	31	650	j	j	1	515	Middle Finger
303	female	Up	32	650	l	l	1	379	Little Finger
303	female	Up	33	650	j	h	0	336	Middle Finger
303	female	Up	34	950	h	h	1	363	Index
303	female	Up	35	650	k	k	1	542	Ring Finger
303	female	Up	36	1100	b	b	1	366	Thumb
303	female	Up	37	650	k	k	1	408	Ring Finger
303	female	Up	38	1100	h	b	0	326	Index
303	female	Up	39	950	b	b	1	366	Thumb
303	female	Up	40	1100	l	l	1	379	Little Finger
303	female	Up	41	800	h	h	1	406	Index
303	female	Up	42	950	k	k	1	446	Ring Finger
303	female	Up	43	950	j	j	1	422	Middle Finger
303	female	Up	44	650	b	b	1	451	Thumb
303	female	Up	45	1100	k	k	1	448	Ring Finger
303	female	Up	46	800	b	b	1	403	Thumb
303	female	Up	47	800	k	l	0	390	Ring Finger
303	female	Up	48	500	h	h	1	513	Index
303	female	Up	49	950	j	j	1	422	Middle Finger
303	female	Up	50	650	b	b	1	419	Thumb
304	male	Down	1	950	k	k	1	644	Ring Finger
304	male	Down	2	800	h	h	1	388	Index
304	male	Down	3	500	k	k	1	503	Ring Finger
304	male	Down	4	1100	l	l	1	503	Little Finger
304	male	Down	5	950	b	b	1	1193	Thumb
304	male	Down	6	500	h	h	1	684	Index
304	male	Down	7	650	b	b	1	591	Thumb
304	male	Down	8	1100	h	h	1	1969	Index
304	male	Down	9	1100	j	j	1	535	Middle Finger
304	male	Down	10	500	b	b	1	1031	Thumb
304	male	Down	11	800	l	l	1	639	Little Finger
304	male	Down	12	650	k	k	1	575	Ring Finger
304	male	Down	13	950	l	l	1	569	Little Finger
304	male	Down	14	1100	b	b	1	519	Thumb
304	male	Down	15	650	k	k	1	599	Ring Finger
304	male	Down	16	950	h	h	1	668	Index
304	male	Down	17	650	j	j	1	524	Middle Finger
304	male	Down	18	650	l	l	1	551	Little Finger
304	male	Down	19	650	j	j	1	527	Middle Finger
304	male	Down	20	800	h	h	1	807	Index
304	male	Down	21	650	l	l	1	546	Little Finger
304	male	Down	22	500	j	j	1	578	Middle Finger
304	male	Down	23	950	h	h	1	388	Index
304	male	Down	24	1100	l	l	1	655	Little Finger
304	male	Down	25	800	j	j	1	362	Middle Finger
304	male	Down	26	1100	b	b	1	1071	Thumb
304	male	Down	27	800	k	k	1	535	Ring Finger
304	male	Down	28	800	j	j	1	314	Middle Finger
304	male	Down	29	1100	h	h	1	332	Index
304	male	Down	30	500	j	j	1	362	Middle Finger
304	male	Down	31	950	k	k	1	338	Ring Finger
304	male	Down	32	500	h	h	1	514	Index
304	male	Down	33	500	l	l	1	532	Little Finger
304	male	Down	34	1100	k	k	1	1346	Ring Finger
304	male	Down	35	650	b	b	1	455	Thumb
304	male	Down	36	950	j	j	1	578	Middle Finger
304	male	Down	37	500	b	b	1	530	Thumb
304	male	Down	38	1100	k	k	1	703	Ring Finger
304	male	Down	39	1100	j	j	1	406	Middle Finger
304	male	Down	40	950	l	l	1	590	Little Finger
304	male	Down	41	950	b	b	1	523	Thumb
304	male	Down	42	500	k	k	1	537	Ring Finger
304	male	Down	43	800	l	l	1	526	Little Finger
304	male	Down	44	650	h	h	1	553	Index
304	male	Down	45	800	b	b	1	510	Thumb
304	male	Down	46	500	l	l	1	521	Little Finger
304	male	Down	47	650	h	h	1	467	Index
304	male	Down	48	950	j	j	1	377	Middle Finger
304	male	Down	49	800	k	k	1	374	Ring Finger
304	male	Down	50	800	b	b	1	577	Thumb
304	male	Up	1	800	k	k	1	663	Ring Finger
304	male	Up	2	650	h	h	1	405	Index
304	male	Up	3	500	l	l	1	1242	Little Finger
304	male	Up	4	800	b	b	1	701	Thumb
304	male	Up	5	800	l	l	1	576	Little Finger
304	male	Up	6	500	k	k	1	760	Ring Finger
304	male	Up	7	950	l	l	1	461	Little Finger
304	male	Up	8	1100	j	j	1	1237	Middle Finger
304	male	Up	9	1100	k	k	1	608	Ring Finger
304	male	Up	10	500	b	b	1	485	Thumb
304	male	Up	11	500	l	l	1	611	Little Finger
304	male	Up	12	650	h	h	1	581	Index
304	male	Up	13	800	l	l	1	448	Little Finger
304	male	Up	14	500	k	k	1	541	Ring Finger
304	male	Up	15	950	b	b	1	592	Thumb
304	male	Up	16	950	l	l	1	613	Little Finger
304	male	Up	17	1100	j	j	1	907	Middle Finger
304	male	Up	18	500	b	b	1	555	Thumb
304	male	Up	19	500	h	h	1	973	Index
304	male	Up	20	950	k	k	1	805	Ring Finger
304	male	Up	21	500	j	j	1	1011	Middle Finger
304	male	Up	22	1100	h	h	1	440	Index
304	male	Up	23	800	j	j	1	520	Middle Finger
304	male	Up	24	1100	b	b	1	443	Thumb
304	male	Up	25	800	j	j	1	626	Middle Finger
304	male	Up	26	1100	l	l	1	434	Little Finger
304	male	Up	27	950	h	h	1	1111	Index
304	male	Up	28	500	j	j	1	506	Middle Finger
304	male	Up	29	650	l	l	1	455	Little Finger
304	male	Up	30	800	h	h	1	730	Index
304	male	Up	31	650	j	j	1	388	Middle Finger
304	male	Up	32	650	l	l	1	412	Little Finger
304	male	Up	33	650	j	j	1	447	Middle Finger
304	male	Up	34	950	h	h	1	407	Index
304	male	Up	35	650	k	k	1	602	Ring Finger
304	male	Up	36	1100	b	b	1	439	Thumb
304	male	Up	37	650	k	k	1	431	Ring Finger
304	male	Up	38	1100	h	h	1	530	Index
304	male	Up	39	950	b	b	1	370	Thumb
304	male	Up	40	1100	l	l	1	455	Little Finger
304	male	Up	41	800	h	h	1	474	Index
304	male	Up	42	950	k	k	1	647	Ring Finger
304	male	Up	43	950	j	j	1	527	Middle Finger
304	male	Up	44	650	b	b	1	490	Thumb
304	male	Up	45	1100	k	k	1	591	Ring Finger
304	male	Up	46	800	b	b	1	1055	Thumb
304	male	Up	47	800	k	k	1	674	Ring Finger
304	male	Up	48	500	h	h	1	492	Index
304	male	Up	49	950	j	j	1	532	Middle Finger
304	male	Up	50	650	b	b	1	463	Thumb
305	female	Down	1	950	k	k	1	484	Ring Finger
305	female	Down	2	800	h	h	1	407	Index
305	female	Down	3	500	k	k	1	420	Ring Finger
305	female	Down	4	1100	l	l	1	364	Little Finger
305	female	Down	5	950	b	b	1	404	Thumb
305	female	Down	6	500	h	h	1	410	Index
305	female	Down	7	650	b	b	1	460	Thumb
305	female	Down	8	1100	h	h	1	404	Index
305	female	Down	9	1100	j	j	1	378	Middle Finger
305	female	Down	10	500	b	b	1	362	Thumb
305	female	Down	11	800	l	l	1	498	Little Finger
305	female	Down	12	650	k	k	1	407	Ring Finger
305	female	Down	13	950	l	l	1	407	Little Finger
305	female	Down	14	1100	b	b	1	380	Thumb
305	female	Down	15	650	k	k	1	402	Ring Finger
305	female	Down	16	950	h	h	1	362	Index
305	female	Down	17	650	j	j	1	300	Middle Finger
305	female	Down	18	650	l	l	1	330	Little Finger
305	female	Down	19	650	j	j	1	396	Middle Finger
305	female	Down	20	800	h	h	1	370	Index
305	female	Down	21	650	l	l	1	404	Little Finger
305	female	Down	22	500	j	j	1	394	Middle Finger
305	female	Down	23	950	h	h	1	287	Index
305	female	Down	24	1100	l	l	1	356	Little Finger
305	female	Down	25	800	j	j	1	274	Middle Finger
305	female	Down	26	1100	b	b	1	445	Thumb
305	female	Down	27	800	k	k	1	557	Ring Finger
305	female	Down	28	800	j	j	1	298	Middle Finger
305	female	Down	29	1100	h	h	1	394	Index
305	female	Down	30	500	j	j	1	477	Middle Finger
305	female	Down	31	950	k	k	1	322	Ring Finger
305	female	Down	32	500	h	h	1	415	Index
305	female	Down	33	500	l	l	1	399	Little Finger
305	female	Down	34	1100	k	k	1	410	Ring Finger
305	female	Down	35	650	b	b	1	421	Thumb
305	female	Down	36	950	j	j	1	415	Middle Finger
305	female	Down	37	500	b	b	1	383	Thumb
305	female	Down	38	1100	k	k	1	327	Ring Finger
305	female	Down	39	1100	j	j	1	381	Middle Finger
305	female	Down	40	950	l	l	1	423	Little Finger
305	female	Down	41	950	b	b	1	418	Thumb
305	female	Down	42	500	k	k	1	394	Ring Finger
305	female	Down	43	800	l	l	1	370	Little Finger
305	female	Down	44	650	h	h	1	301	Index
305	female	Down	45	800	b	b	1	402	Thumb
305	female	Down	46	500	l	l	1	359	Little Finger
305	female	Down	47	650	h	h	1	310	Index
305	female	Down	48	950	j	j	1	252	Middle Finger
305	female	Down	49	800	k	k	1	308	Ring Finger
305	female	Down	50	800	b	b	1	444	Thumb
305	female	Up	1	800	k	k	1	546	Ring Finger
305	female	Up	2	650	h	h	1	343	Index
305	female	Up	3	500	l	l	1	407	Little Finger
305	female	Up	4	800	b	b	1	426	Thumb
305	female	Up	5	800	l	l	1	421	Little Finger
305	female	Up	6	500	k	k	1	517	Ring Finger
305	female	Up	7	950	l	l	1	450	Little Finger
305	female	Up	8	1100	j	j	1	488	Middle Finger
305	female	Up	9	1100	k	k	1	468	Ring Finger
305	female	Up	10	500	b	b	1	439	Thumb
305	female	Up	11	500	l	l	1	465	Little Finger
305	female	Up	12	650	h	h	1	335	Index
305	female	Up	13	800	l	l	1	484	Little Finger
305	female	Up	14	500	k	k	1	473	Ring Finger
305	female	Up	15	950	b	b	1	399	Thumb
305	female	Up	16	950	l	l	1	428	Little Finger
305	female	Up	17	1100	j	j	1	455	Middle Finger
305	female	Up	18	500	b	b	1	439	Thumb
305	female	Up	19	500	h	h	1	441	Index
305	female	Up	20	950	k	k	1	481	Ring Finger
305	female	Up	21	500	j	j	1	375	Middle Finger
305	female	Up	22	1100	h	h	1	343	Index
305	female	Up	23	800	j	j	1	452	Middle Finger
305	female	Up	24	1100	b	b	1	409	Thumb
305	female	Up	25	800	j	j	1	332	Middle Finger
305	female	Up	26	1100	l	l	1	569	Little Finger
305	female	Up	27	950	h	h	1	345	Index
305	female	Up	28	500	j	j	1	473	Middle Finger
305	female	Up	29	650	l	l	1	457	Little Finger
305	female	Up	30	800	h	h	1	420	Index
305	female	Up	31	650	j	j	1	353	Middle Finger
305	female	Up	32	650	l	l	1	409	Little Finger
305	female	Up	33	650	j	j	1	396	Middle Finger
305	female	Up	34	950	h	h	1	425	Index
305	female	Up	35	650	k	k	1	495	Ring Finger
305	female	Up	36	1100	b	b	1	439	Thumb
305	female	Up	37	650	k	k	1	511	Ring Finger
305	female	Up	38	1100	h	h	1	425	Index
305	female	Up	39	950	b	b	1	436	Thumb
305	female	Up	40	1100	l	l	1	415	Little Finger
305	female	Up	41	800	h	h	1	324	Index
305	female	Up	42	950	k	k	1	468	Ring Finger
305	female	Up	43	950	j	j	1	297	Middle Finger
305	female	Up	44	650	b	b	1	431	Thumb
305	female	Up	45	1100	k	k	1	409	Ring Finger
305	female	Up	46	800	b	b	1	420	Thumb
305	female	Up	47	800	k	k	1	335	Ring Finger
305	female	Up	48	500	h	h	1	367	Index
305	female	Up	49	950	j	j	1	375	Middle Finger
305	female	Up	50	650	b	b	1	388	Thumb
306	female	Down	1	950	k	k	1	612	Ring Finger
306	female	Down	2	800	h	h	1	431	Index
306	female	Down	3	500	k	k	1	513	Ring Finger
306	female	Down	4	1100	l	l	1	460	Little Finger
306	female	Down	5	950	b	b	1	511	Thumb
306	female	Down	6	500	h	h	1	378	Index
306	female	Down	7	650	b	b	1	439	Thumb
306	female	Down	8	1100	h	h	1	410	Index
306	female	Down	9	1100	j	j	1	455	Middle Finger
306	female	Down	10	500	b	b	1	479	Thumb
306	female	Down	11	800	l	l	1	423	Little Finger
306	female	Down	12	650	k	k	1	468	Ring Finger
306	female	Down	13	950	l	l	1	394	Little Finger
306	female	Down	14	1100	b	b	1	444	Thumb
306	female	Down	15	650	k	k	1	423	Ring Finger
306	female	Down	16	950	h	h	1	354	Index
306	female	Down	17	650	j	j	1	426	Middle Finger
306	female	Down	18	650	l	l	1	503	Little Finger
306	female	Down	19	650	j	j	1	436	Middle Finger
306	female	Down	20	800	h	h	1	393	Index
306	female	Down	21	650	l	l	1	426	Little Finger
306	female	Down	22	500	j	j	1	442	Middle Finger
306	female	Down	23	950	h	h	1	338	Index
306	female	Down	24	1100	l	l	1	426	Little Finger
306	female	Down	25	800	j	j	1	455	Middle Finger
306	female	Down	26	1100	b	b	1	399	Thumb
306	female	Down	27	800	k	k	1	511	Ring Finger
306	female	Down	28	800	j	j	1	335	Middle Finger
306	female	Down	29	1100	h	h	1	311	Index
306	female	Down	30	500	j	j	1	498	Middle Finger
306	female	Down	31	950	k	k	1	412	Ring Finger
306	female	Down	32	500	h	h	1	410	Index
306	female	Down	33	500	l	l	1	471	Little Finger
306	female	Down	34	1100	k	k	1	498	Ring Finger
306	female	Down	35	650	b	b	1	455	Thumb
306	female	Down	36	950	j	j	1	474	Middle Finger
306	female	Down	37	500	b	b	1	388	Thumb
306	female	Down	38	1100	k	k	1	502	Ring Finger
306	female	Down	39	1100	j	j	1	454	Middle Finger
306	female	Down	40	950	l	l	1	393	Little Finger
306	female	Down	41	950	b	b	1	462	Thumb
306	female	Down	42	500	k	k	1	398	Ring Finger
306	female	Down	43	800	l	l	1	430	Little Finger
306	female	Down	44	650	h	h	1	542	Index
306	female	Down	45	800	b	b	1	433	Thumb
306	female	Down	46	500	l	l	1	411	Little Finger
306	female	Down	47	650	h	h	1	294	Index
306	female	Down	48	950	j	j	1	297	Middle Finger
306	female	Down	49	800	k	k	1	430	Ring Finger
306	female	Down	50	800	b	h	0	302	Thumb
306	female	Up	1	800	k	k	1	539	Ring Finger
306	female	Up	2	650	h	h	1	448	Index
306	female	Up	3	500	l	l	1	470	Little Finger
306	female	Up	4	800	b	b	1	507	Thumb
306	female	Up	5	800	l	l	1	411	Little Finger
306	female	Up	6	500	k	k	1	432	Ring Finger
306	female	Up	7	950	l	l	1	470	Little Finger
306	female	Up	8	1100	j	j	1	456	Middle Finger
306	female	Up	9	1100	k	k	1	472	Ring Finger
306	female	Up	10	500	b	b	1	547	Thumb
